['SINGLE_MIDDLE'],['SINGLE_DOUBLE'],['SINGLE_ACROSS'],['DOUBLE_ACROSS'],['BRANCH_ACROSS'],['BRANCH_MIDDLE'],['TRANSFER_DOUBLE']
-0.012500107879109513,-0.012500195701054814,-0.013392570202412095,-0.010183266530662097,-0.01325638276057479,-0.012687897092047517,-0.012936388729015886
-0.024999995911472582,-0.025000004518533236,-0.026630130905240412,-0.023367224952771153,-0.026555912436740013,-0.025388669542892407,-0.025733205316434287
-0.03749997005707903,-0.03749956233180985,-0.039683402296280784,-0.03686100332270171,-0.039755338096073956,-0.03807165771229899,-0.03837101795671021
-0.05000004147180643,-0.050000195135119295,-0.052587969659768856,-0.05000005857753566,-0.05270823016861259,-0.050672158825313326,-0.050976292092002426
-0.06249989321337611,-0.062499618393498275,-0.06538193251570144,-0.06313910098966669,-0.06548146699614128,-0.06368419698735826,-0.06381653623097348
-0.07499999961779533,-0.07500001575878171,-0.07808715281738891,-0.07663281928168379,-0.07814593826550936,-0.07696618867307642,-0.0763832827637573
-0.08749989435237561,-0.08750013454044682,-0.09046211187394253,-0.08981669067589419,-0.0904888125162564,-0.08996485197399234,-0.08757663745684277
