['SINGLE_MIDDLE'],['SINGLE_DOUBLE'],['SINGLE_ACROSS'],['DOUBLE_ACROSS'],['BRANCH_ACROSS'],['BRANCH_MIDDLE'],['TRANSFER_DOUBLE'],['CYTOSOL']
1.5353548701159687e-08,3.592314480997946e-07,0.0005233702822117666,-0.001509448904616346,5.309383612130904e-05,0.00010104000835719172,-0.00035210400864497645,-2.6639611990618063e-15
1.2883339328465903e-08,-3.3207639973487227e-08,0.0004979322601395392,-0.0010381466658536578,0.00014464282492909511,0.00017338111037175973,-0.00032889649933800927,-1.4247054251956804e-15
-5.0519773092670045e-08,2.535351728840189e-08,0.0007694483509571919,-4.001938429232013e-05,0.0005632685124765794,-1.2680903803833709e-05,-0.0008730587500406493,-6.196504643530167e-16
-5.9025078931168504e-08,-1.6233911275839764e-07,0.0012746956257558115,-9.40883271903533e-06,0.0013033484476191362,-0.00024688053961048834,-0.0004488049702963249,2.0133480072430327e-15
8.793301797664099e-08,4.222985716314257e-07,0.0013946629252422117,-5.961844882835378e-05,0.0015483439472759278,-7.700742603648192e-05,0.0014878859483812331,2.724720796196585e-15
2.7601259717992937e-08,-8.107611525951202e-07,0.002025956559148022,0.0012025096470531364,0.0021354738060420132,0.0013424278020848592,0.002071092589258788,2.072885992425731e-15
-6.091220265094325e-08,4.0685071837975624e-07,0.0018794147743683245,0.0015332569275829093,0.0019109441938236003,0.0017330386894725443,0.001030539787779973,1.6639952885483313e-15
