['SINGLE_MIDDLE'],['SINGLE_DOUBLE'],['SINGLE_ACROSS'],['DOUBLE_ACROSS'],['BRANCH_ACROSS'],['BRANCH_MIDDLE'],['TRANSFER_DOUBLE']
-0.012499997820101923,-0.012500382394355521,-0.014384713658426968,-0.01703817361543232,-0.014014900664374724,-0.012754675627546504,-0.013304937694222465
-0.02499987867343173,-0.02500005598587785,-0.027857431936591296,-0.03183424831609302,-0.027923543135926227,-0.025478955361201195,-0.026858540529586555
-0.0374999973408851,-0.03749974511981962,-0.039668314152039495,-0.042597097683657346,-0.04011609730101568,-0.038074069310345404,-0.04038980394865622
-0.049999989814175305,-0.04999960763787177,-0.048976188856077074,-0.05000014185384048,-0.04945084074514119,-0.049808110044155134,-0.04979761661161439
-0.0624999273561095,-0.06250015361615267,-0.05842905517932462,-0.0574031792003874,-0.058815646362245164,-0.05809263597218499,-0.05925790796901162
-0.07500006877290043,-0.07500067565499091,-0.07066470086806956,-0.06816603641341912,-0.07093996716115354,-0.06875962809031508,-0.07285974846386589
-0.08749995771709361,-0.0875004622489011,-0.08480678989146927,-0.08296194721332102,-0.08493475356714794,-0.0832741824134221,-0.08653068790595096
