['SINGLE_MIDDLE'],['SINGLE_DOUBLE'],['SINGLE_ACROSS'],['DOUBLE_ACROSS'],['BRANCH_ACROSS'],['BRANCH_MIDDLE'],['TRANSFER_DOUBLE'],['CYTOSOL']
-0.012499983795568449,-0.012500111074078708,-0.01062291642910387,-0.012055497107215611,-0.01047282395741226,-0.012684449421011209,-0.011860969197373263,-0.012500000000000186
-0.024999975222963572,-0.02500003564994915,-0.021886829760496235,-0.024564560546951462,-0.02157533462676766,-0.02532653641139087,-0.023758920096698923,-0.025
-0.03749996693113492,-0.03750001489282246,-0.03382015895989048,-0.0373135167621619,-0.033523110322264446,-0.03789448565262272,-0.03621793915831204,-0.03749999999999954
-0.04999994634022295,-0.050000211759025394,-0.04628393552752952,-0.05000013722845494,-0.046125947507045024,-0.05042724885546259,-0.049156231201686246,-0.04999999999999874
-0.06249993024557562,-0.06250020665249904,-0.05921991214507681,-0.06268673340417162,-0.05915272396737596,-0.06307901196748267,-0.062010865346832436,-0.06249999999999838
-0.07499993530665006,-0.07499991170959651,-0.07256430824894393,-0.07543561923024421,-0.07252670429907135,-0.07575052690296584,-0.07467543757522917,-0.07499999999999857
-0.08749996138421653,-0.08750008906532349,-0.08620194456395007,-0.0879445902924331,-0.0861826701711949,-0.08812268714015734,-0.0873077992245054,-0.08749999999999918
