,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1360,6478,3,"[2108.160697746218, 256.1068230935474, 127.75702377276937]",0.47409435760989843,-0.17579456473021038
1,1485,63399,24,"[2211.9970031073044, 44.81196864303853, 111.55584472941214]",-0.010666438684126967,0.2633609244629245
2,1489,3120,2,"[2128.0865384615386, 678.099358974359, 71.82179487179488]",0.16347679940025317,-0.028076418524459076
3,1500,20358,8,"[2121.822477650064, 688.0745652814618, 111.53890362511052]",-0.2798795515745789,-0.20728977261164333
4,1562,26377,10,"[2248.710088334534, 464.74538423626643, 131.91488797058042]",0.24293580752008026,0.09396405900817845
5,1576,77261,29,"[2275.306998356221, 475.3951799743726, 93.57798889478521]",0.1261190116331074,-0.18113702861929928
6,1579,4159,2,"[2275.2368357778314, 109.07525847559509, 137.44361625390718]",-0.1317005163800648,1e-10
7,1600,124192,46,"[2342.1369814480804, 598.8777779567122, 113.54543770935325]",0.1156854969312838,0.06838718075848844
8,1649,34818,13,"[2389.2978344534436, 676.2594060543397, 94.68611063243151]",-0.0024030712103902765,0.16036300047700655
9,1678,122830,45,"[2498.365790116421, 420.1468452332492, 126.623324920622]",0.1666156253763187,0.07570718305412684
10,1690,66491,25,"[2466.9345024138606, 332.7301439292536, 86.95473071543518]",0.024458188091578913,-0.1287884396715208
11,1727,45082,17,"[2528.2477041834877, 449.9626680271505, 95.06812031409432]",0.06929182532257766,0.23663779603091734
12,1758,12019,5,"[2574.0753806473085, 538.6886596222647, 73.00673932939513]",0.17213048168158218,-1e-10
13,1761,92762,34,"[2616.682844268127, 591.4399646406933, 90.86189387895905]",0.09387428941330847,-0.03018246303704871
14,1790,105065,39,"[2622.193156617332, 167.1618236329891, 102.88148289154333]",0.09126325255133763,-0.33762208004096933
15,1812,78505,29,"[2703.106808483536, 315.3163620151583, 127.26263295331508]",0.1169422836275357,0.09326480735687587
16,1826,40784,15,"[2695.3093615143193, 295.2027020400157, 96.21991467242056]",0.04716533444707753,0.11699462761968507
17,1831,10116,4,"[2708.594503756425, 672.9450375642547, 133.83867141162514]",0.00259003342963102,-0.034990062764090085
18,1837,2946,2,"[2687.6378139850644, 262.86354378818737, 72.13306177868296]",0.05801707946688717,0.06395002219715992
19,1851,72641,27,"[2755.5933563689928, 403.0243113393263, 89.79411076389367]",0.0782539516044068,1e-10
20,1860,4523,2,"[2721.8717665266417, 608.1063453460093, 121.43533053283218]",0.3471354800559985,-0.06229759587213732
21,1886,29244,11,"[2787.8312132403225, 15.342600191492272, 108.33972780741348]",0.15372521441243758,-0.5279220261844922
