Node,Azi_[RAD],Ele_[RAD]
"[91.56601717798185, 165.32034355964242, 22]",-0.0544019933818389,-0.0891164612938598
"[79.54520189781078, 229.66706064761865, 34]",-0.0544019933818389,-0.0891164612938598
"[81.66652224137033, 258.658438676267, 34]",-0.0544019933818389,-0.0891164612938598
"[101.46551211459382, 185.11933343286591, 20]",-0.0544019933818389,-0.0891164612938598
"[89.4446968344223, 212.69649789914138, 54]",-0.0544019933818389,-0.0891164612938598
"[85.90916292848942, 216.23203180507426, 24]",-0.0544019933818389,-0.0891164612938598
"[83.78784258493033, 185.82644021405258, 34]",-0.0544019933818389,-0.0891164612938598
"[78.1309883354379, 250.88026408321502, 27]",-0.0544019933818389,-0.0891164612938598
"[81.66652224137033, 282.7000692366096, 41]",-0.0544019933818389,-0.0891164612938598
"[83.08073580374366, 245.93051661490927, 22]",-0.0544019933818389,-0.0891164612938598
"[70.35281374238548, 268.5579336128785, 32]",-0.0544019933818389,-0.0891164612938598
"[87.32337649086276, 238.85944880304396, 6]",-0.0544019933818389,-0.0891164612938598
"[99.34419177103428, 133.50053840624787, 23]",-0.0544019933818389,-0.0891164612938598
"[82.373629022557, 188.6548673387988, 46]",-0.0544019933818389,-0.0891164612938598
"[96.51576464628806, 147.64267402997893, 11]",-0.0544019933818389,-0.0891164612938598
"[102.8797256769667, 131.37921806268878, 6]",-0.0544019933818389,-0.0891164612938598
"[81.66652224137033, 224.71731317931244, 43]",-0.0544019933818389,-0.0891164612938598
"[100.75840533340715, 134.9147519686212, 3]",-0.0544019933818389,-0.0891164612938598
"[80.95941546018412, 182.99801308930637, 29]",-0.0544019933818389,-0.0891164612938598
"[81.66652224137033, 226.13152674168578, 43]",-0.0544019933818389,-0.0891164612938598
"[83.08073580374366, 158.24927574777712, 36]",-0.0544019933818389,-0.0891164612938598
"[86.61626970967654, 147.64267402997893, 2]",-0.0544019933818389,-0.0891164612938598
"[90.15180361560897, 132.79343162506166, 34]",-0.0544019933818389,-0.0891164612938598
"[95.80865786510185, 203.50410974371607, 14]",-0.0544019933818389,-0.0891164612938598
"[89.44469683442276, 115.11576209539817, 23]",-0.0544019933818389,-0.0891164612938598
"[101.46551211459382, 236.0310216782973, 14]",-0.0544019933818389,-0.0891164612938598
"[68.9386001800126, 305.3274862345793, 38]",-0.0544019933818389,-0.0891164612938598
"[79.54520189781078, 255.12290477033412, 30]",-0.0544019933818389,-0.0891164612938598
"[87.32337649086276, 170.9771978091353, 23]",-0.0544019933818389,-0.0891164612938598
"[95.8086578651014, 180.87669274574682, 9]",-0.0544019933818389,-0.0891164612938598
"[88.73759005323609, 196.43304193185077, 3]",-0.0544019933818389,-0.0891164612938598
"[73.88834764831836, 239.56655558423017, 21]",-0.0544019933818389,-0.0891164612938598
"[95.8086578651014, 168.1487706843891, 15]",-0.0544019933818389,-0.0891164612938598
"[90.15180361560897, 216.23203180507426, 10]",-0.0544019933818389,-0.0891164612938598
"[68.23149339882639, 249.46605052084215, 28]",-0.0544019933818389,-0.0891164612938598
"[92.27312395916852, 257.95133189508033, 9]",-0.0544019933818389,-0.0891164612938598
"[74.59545442950503, 305.3274862345793, 35]",-0.0544019933818389,-0.0891164612938598
"[93.68733752154185, 180.16958596456016, 15]",-0.0544019933818389,-0.0891164612938598
"[96.51576464628761, 127.84368415675544, 23]",-0.0544019933818389,-0.0891164612938598
"[88.03048327204942, 173.09851815269485, 47]",-0.0544019933818389,-0.0891164612938598
"[90.85891039679564, 204.21121652490274, 3]",-0.0544019933818389,-0.0891164612938598
"[99.34419177103428, 170.27009102794864, 19]",-0.0544019933818389,-0.0891164612938598
"[100.05129855222094, 134.20764518743454, 15]",-0.0544019933818389,-0.0891164612938598
"[114.90054095713822, 129.25789771912878, 113]",-0.0924532024503813,-0.0766309934331924
"[80.25230867899745, 152.5924214982847, 84]",-0.0924532024503813,-0.0766309934331924
"[54.796464556281535, 234.6168081159244, 70]",-0.0924532024503813,-0.0766309934331924
"[85.20205614730321, 160.37059609133667, 93]",-0.0924532024503813,-0.0766309934331924
"[84.49494936611654, 210.57517755558183, 91]",-0.0924532024503813,-0.0766309934331924
"[60.45331880577396, 216.23203180507426, 70]",-0.0924532024503813,-0.0766309934331924
"[66.11017305526639, 197.84725549422365, 72]",-0.0924532024503813,-0.0766309934331924
"[43.48275605729668, 254.4157979891479, 68]",-0.0924532024503813,-0.0766309934331924
"[55.5035713374682, 289.0640302672887, 76]",-0.0924532024503813,-0.0766309934331924
"[62.57463914933351, 221.18177927338002, 71]",-0.0924532024503813,-0.0766309934331924
"[119.85028842544398, 112.99444175183817, 113]",-0.0924532024503813,-0.0766309934331924
"[75.30256121069124, 219.76756571100668, 85]",-0.0924532024503813,-0.0766309934331924
"[52.67514421272199, 272.0934675188114, 75]",-0.0924532024503813,-0.0766309934331924
"[109.2436867076458, 163.19902321608333, 109]",-0.0924532024503813,-0.0766309934331924
"[81.66652224137033, 172.39141137150818, 90]",-0.0924532024503813,-0.0766309934331924
"[50.55382386916244, 269.97214717525185, 67]",-0.0924532024503813,-0.0766309934331924
