ID,Node
433,"[854.7071811195765, 2626.392024116146, 252]"
433,"[891.476733741277, 2451.029542381882, 238]"
433,"[914.1041507392465, 2460.929037318494, 245]"
433,"[894.305160866023, 2500.5270170649405, 220]"
433,"[891.4767337412768, 2509.012298439179, 263]"
433,"[889.3554133977173, 2475.7782797234117, 240]"
433,"[856.828501463136, 2631.341771584452, 247]"
433,"[895.0122676472097, 2504.0625509708734, 223]"
433,"[883.6985591482248, 2525.27575440647, 253]"
433,"[844.1005794017783, 2628.513344459706, 240]"
433,"[919.0538982075523, 2504.0625509708734, 280]"
433,"[892.1838405224632, 2570.530588402409, 271]"
433,"[911.2757236145003, 2458.100610193748, 261]"
433,"[895.0122676472097, 2484.26356109765, 242]"
433,"[840.5650454958457, 2677.3037123615773, 255]"
433,"[903.4975490214483, 2498.405696721381, 245]"
433,"[804.5025996553316, 2707.709303952599, 244]"
433,"[880.1630252422924, 2565.580840934103, 248]"
433,"[907.7401897085674, 2463.0503576620536, 250]"
433,"[896.4264812095828, 2526.689967968843, 263]"
433,"[854.0000743383898, 2628.513344459706, 251]"
433,"[855.4142879007629, 2639.8270529586907, 252]"
433,"[897.8406947719557, 2532.3468222183355, 257]"
433,"[889.3554133977173, 2525.27575440647, 230]"
433,"[883.6985591482248, 2526.689967968843, 251]"
433,"[890.7696269600904, 2577.6016562142745, 260]"
433,"[897.8406947719559, 2472.9498525986655, 235]"
433,"[884.4056659294115, 2603.7646071181766, 262]"
433,"[885.8198794917844, 2568.409268058849, 271]"
433,"[850.4645404324569, 2653.262081801235, 258]"
433,"[880.1630252422922, 2566.995054496476, 234]"
433,"[871.6777438680538, 2606.593034242923, 256]"
433,"[880.1630252422924, 2533.0539289995218, 248]"
433,"[903.4975490214481, 2496.991483159008, 244]"
433,"[882.284345585852, 2557.802666341051, 246]"
433,"[834.908191246353, 2678.7179259239506, 255]"
433,"[891.4767337412768, 2542.9534239361337, 235]"
433,"[898.5478015531423, 2484.9706678788366, 232]"
433,"[907.033082927381, 2516.083366251045, 277]"
433,"[880.163025242292, 2542.9534239361337, 225]"
433,"[803.7954928741451, 2695.688488672428, 243]"
433,"[878.7488116799193, 2591.0366850568184, 268]"
433,"[907.7401897085674, 2455.9792898501883, 260]"
433,"[901.3762286778883, 2487.799095003583, 242]"
433,"[884.4056659294115, 2528.8112883124027, 222]"
433,"[904.2046558026348, 2472.242745817479, 255]"
434,"[1592.9266606783322, 1758.0648968190658, 278]"
434,"[1603.5332623961303, 1758.7720036002524, 283]"
434,"[1597.876408146638, 1788.4704884100875, 279]"
437,"[440.3426073442597, 2989.8449096460317, 210]"
437,"[429.7360056264615, 2963.6819587421296, 206]"
437,"[441.04971412544637, 2946.7113959936523, 204]"
437,"[437.51418021951304, 2940.3474349629732, 205]"
437,"[433.27153953239394, 2938.9332214006, 204]"
442,"[2889.76049737446, 707.3042199758561, 268]"
442,"[2886.2249634685277, 698.1118318204309, 275]"
442,"[2894.0031380615796, 687.5052301026327, 282]"
442,"[2880.5681092190353, 594.8742417671949, 270]"
442,"[2877.739682094289, 659.9280656363574, 270]"
442,"[2870.6686142824237, 536.891485709898, 270]"
442,"[2878.4467888754757, 574.3681451127851, 274]"
442,"[2908.852380466497, 734.8813844421313, 279]"
442,"[2888.346283812087, 623.8656197958435, 279]"
442,"[2877.0325753131024, 522.0422433049806, 274]"
442,"[2907.438166904124, 756.0945878777278, 289]"
442,"[2884.1036431249677, 703.0615792887368, 266]"
442,"[2877.0325753131024, 557.3975823643079, 284]"
442,"[2878.4467888754757, 594.1671349860085, 268]"
442,"[2891.1747109368334, 695.9905114768712, 262]"
442,"[2891.88181771802, 620.3300858899107, 284]"
442,"[2869.961507501237, 582.8534264870236, 282]"
442,"[2891.1747109368334, 698.8189386016174, 270]"
442,"[2884.103643124968, 563.0544366138004, 273]"
442,"[2900.3670990922583, 734.8813844421314, 279]"
442,"[2888.346283812087, 656.3925317304246, 270]"
442,"[2886.2249634685277, 675.4844148224614, 272]"
442,"[2895.4173516239525, 633.765114732455, 280]"
442,"[2899.659992311072, 681.8483758531404, 283]"
442,"[2888.346283812087, 558.811795926681, 284]"
442,"[2906.0239533417507, 771.6509370638319, 278]"
442,"[2884.103643124968, 613.9661248592317, 275]"
442,"[2872.7899346259833, 568.7112908632928, 270]"
442,"[2876.325468531916, 583.5605332682102, 284]"
442,"[2898.2457787486987, 718.6179284748408, 267]"
442,"[2881.982322781408, 689.6265504461924, 273]"
442,"[2894.0031380615796, 725.6889962867062, 276]"
442,"[2901.074205873445, 758.2159082212875, 285]"
443,"[2629.545201897811, 804.8849557795995, 107]"
443,"[2636.616269709676, 758.2159082212875, 114]"
443,"[2633.0807358037437, 814.0773439350247, 111]"
443,"[2635.90916292849, 852.2611101190982, 118]"
443,"[2633.7878425849303, 858.6250711497772, 114]"
443,"[2624.595454429505, 822.5626253092632, 108]"
443,"[2629.545201897811, 783.6717523440032, 104]"
443,"[2622.4741340859455, 770.9438302826453, 107]"
443,"[2642.2731239591685, 834.5834405894345, 119]"
444,"[1367.3595974798234, 2092.5264043203024, 45]"
444,"[1381.5017331035544, 2031.7152211382597, 62]"
444,"[1379.380412759995, 2004.1380566719843, 59]"
444,"[1387.1585873530466, 2069.898987322333, 103]"
444,"[1399.179402633218, 2066.3634534164003, 118]"
444,"[1387.8656941342333, 2070.60609410352, 68]"
444,"[1378.673305978808, 2180.2076451874345, 82]"
444,"[1376.5519856352487, 2093.233511101489, 98]"
444,"[1392.815441602539, 2026.058366888767, 90]"
444,"[1367.3595974798236, 2048.6857838867368, 48]"
444,"[1367.3595974798234, 2215.562984246762, 108]"
444,"[1378.6733059788082, 2044.4431431996175, 54]"
444,"[1380.7946263223678, 2004.1380566719843, 74]"
444,"[1380.0875195411813, 2059.9994923857216, 63]"
444,"[1379.3804127599947, 2029.5939007947, 68]"
444,"[1368.06670426101, 2197.8853147170985, 89]"
444,"[1387.8656941342333, 2084.748229727251, 107]"
444,"[1411.2002179133892, 2016.1588719521556, 124]"
444,"[1368.7738110421965, 2105.2543263816606, 51]"
444,"[1373.7235585105022, 2018.280192295715, 67]"
444,"[1420.3926060688145, 2025.3512601075809, 132]"
444,"[1372.3093449481294, 2130.00306372319, 93]"
444,"[1377.2590924164351, 2200.006635060658, 118]"
444,"[1379.3804127599947, 2028.179687232327, 66]"
444,"[1372.3093449481294, 2097.4761517886086, 53]"
444,"[1385.7443737906738, 2102.4258992569144, 111]"
444,"[1376.5519856352485, 2175.257897719129, 96]"
444,"[1394.2296551649122, 2026.0583668887673, 97]"
444,"[1384.3301602283004, 2040.2005025124981, 79]"
444,"[1370.895131385756, 2193.642674029979, 81]"
444,"[1371.6022381669427, 2218.391411371508, 97]"
444,"[1391.401228040166, 2026.0583668887673, 80]"
444,"[1372.3093449481294, 2196.471101154725, 89]"
444,"[1368.7738110421965, 2050.0999974491097, 41]"
444,"[1379.3804127599947, 2134.245704410309, 105]"
444,"[1382.2088398847409, 2145.5594129092938, 69]"
444,"[1420.3926060688145, 2098.8903653509815, 137]"
444,"[1374.430665291689, 2154.751801064719, 68]"
444,"[1406.2504704450835, 2069.1918805411465, 122]"
444,"[1370.895131385756, 2094.6477246638624, 49]"
444,"[1373.0164517293158, 2173.1365773755692, 66]"
444,"[1381.5017331035544, 2106.668539944034, 65]"
444,"[1385.037267009487, 2093.233511101489, 112]"
444,"[1381.5017331035542, 2024.6441533263942, 78]"
444,"[1387.1585873530466, 2142.023879003361, 128]"
444,"[1385.7443737906738, 2037.372075387752, 70]"
444,"[1417.5641789440683, 2009.794910921477, 132]"
444,"[1408.3717907886432, 2006.2593770155438, 121]"
444,"[1378.673305978808, 2191.5213536864194, 79]"
444,"[1380.0875195411813, 2178.7934316250617, 122]"
444,"[1363.116956792704, 2037.372075387752, 44]"
444,"[1373.7235585105022, 2139.9025586598013, 81]"
444,"[1385.037267009487, 2077.677161915385, 60]"
444,"[1383.6230534471142, 2127.1746365984436, 77]"
444,"[1391.401228040166, 2037.3720753877521, 69]"
444,"[1382.9159466659275, 2034.5436482630057, 75]"
444,"[1414.735751819322, 2086.1624432896238, 138]"
444,"[1373.7235585105022, 2077.677161915385, 67]"
444,"[1378.673305978808, 2156.166014627092, 103]"
444,"[1374.430665291689, 2105.2543263816606, 61]"
444,"[1378.673305978808, 2093.9406178826757, 95]"
444,"[1359.5814228867712, 2062.120812729281, 42]"
444,"[1405.543363663897, 2002.0167363284247, 131]"
444,"[1380.0875195411813, 2187.2787129993003, 79]"
444,"[1379.3804127599947, 2179.500538406248, 77]"
444,"[1414.0286450381357, 2038.786288950125, 133]"
444,"[1391.4012280401662, 2000.6025227660516, 74]"
444,"[1380.7946263223678, 2009.7949109214767, 60]"
444,"[1411.2002179133895, 2047.2715703243637, 133]"
444,"[1416.1499653816952, 2052.2213177926697, 137]"
444,"[1404.129150101524, 2043.0289296372443, 123]"
444,"[1360.9956364491445, 2050.8071042302963, 43]"
444,"[1417.5641789440683, 2067.7776669787736, 141]"
444,"[1418.2712857252548, 2076.9700551341984, 140]"
444,"[1385.037267009487, 2141.3167722221747, 70]"
444,"[1387.1585873530466, 2142.023879003361, 73]"
444,"[1408.3717907886432, 2041.6147160748712, 122]"
444,"[1404.8362568827104, 2004.1380566719843, 98]"
444,"[1370.1880246045694, 2132.1243840667494, 61]"
444,"[1383.6230534471142, 2148.38784003404, 76]"
444,"[1375.8448788540618, 2126.467529817257, 53]"
444,"[1377.9661991976216, 2141.3167722221747, 83]"
444,"[1381.5017331035542, 2110.911180631153, 69]"
445,"[2133.863348286041, 1277.9393923933999, 218]"
445,"[2145.884163566212, 1274.4038584874672, 222]"
445,"[2164.9760466582493, 1242.5840533340725, 222]"
445,"[2158.61208562757, 1240.462732990513, 217]"
445,"[2133.1562415048543, 1282.8891398617056, 229]"
445,"[2127.4993872553623, 1323.9013331705255, 225]"
445,"[2156.4907652840106, 1269.4541110191612, 224]"
445,"[2128.913600817735, 1329.558187420018, 230]"
446,"[857.5356082443225, 2578.308762995461, 211]"
446,"[856.1213946819496, 2542.9534239361337, 207]"
446,"[841.9792590582188, 2598.107752868684, 211]"
446,"[853.2929675572034, 2609.421461367669, 213]"
446,"[849.0503268700841, 2551.438705310372, 210]"
446,"[838.4437251522859, 2588.915364713259, 206]"
446,"[835.6152980275397, 2562.0453070281706, 198]"
446,"[850.4645404324572, 2575.480335870715, 206]"
446,"[849.7574336512703, 2545.0747442796933, 211]"
446,"[838.4437251522857, 2570.530588402409, 201]"
446,"[845.5147929641516, 2632.755985146825, 212]"
447,"[757.8335520970195, 2665.282897081406, 174]"
447,"[761.3690860029521, 2723.9727599198895, 183]"
447,"[759.2477656593924, 2689.324527641749, 170]"
447,"[754.2980181910866, 2647.6052275517427, 166]"
447,"[744.3985232544751, 2680.132139486324, 169]"
447,"[759.2477656593924, 2636.9986258339445, 178]"
447,"[766.3188334712579, 2642.655480083437, 177]"
447,"[759.9548724405788, 2708.416410733786, 178]"
447,"[745.8127368168484, 2732.458041294128, 177]"
448,"[698.4365824773495, 2864.6870093760126, 176]"
448,"[684.2944468536186, 2892.9712806234743, 165]"
448,"[670.1523112298878, 2909.9418433719516, 165]"
448,"[636.9182925141197, 2933.276367151108, 157]"
448,"[677.9304858229393, 2883.7788924680494, 169]"
448,"[701.9721163832819, 2854.0804076582144, 172]"
448,"[676.5162722605662, 2824.38192284838, 160]"
448,"[699.1436892585359, 2871.0509704066917, 177]"
448,"[713.2858248822668, 2838.5240584721105, 178]"
448,"[697.729475696163, 2885.1931060304223, 176]"
448,"[696.3152621337899, 2851.251980533468, 173]"
448,"[652.4746417002236, 2815.8966414741412, 149]"
448,"[671.5665247922605, 2786.9052634454924, 155]"
448,"[682.8802332912453, 2915.598697621444, 174]"
448,"[704.8005435080281, 2858.323048345334, 172]"
448,"[668.7380976675142, 2784.076836320746, 159]"
448,"[645.4035738883583, 2941.7616485253466, 156]"
448,"[655.3030688249701, 2892.264173842288, 156]"
448,"[668.7380976675142, 2745.8930701366726, 147]"
448,"[721.0639994753187, 2851.959087314655, 176]"
448,"[667.3238841051414, 2764.2778464475227, 147]"
448,"[698.4365824773495, 2857.615941564147, 169]"
448,"[663.0812434180218, 2778.4199820712543, 147]"
448,"[723.1853198188787, 2834.281417784991, 179]"
448,"[646.8177874507312, 2940.3474349629732, 155]"
448,"[699.1436892585359, 2909.2347365907654, 175]"
448,"[676.5162722605667, 2873.8793975314375, 164]"
448,"[653.8888552625967, 2924.7910857768693, 156]"
449,"[1158.7630970297919, 2245.9685758377836, 130]"
449,"[1172.1981258723363, 2241.018828369478, 133]"
450,"[963.6016254223048, 2493.4559492530752, 200]"
450,"[991.8858966697667, 2425.5736982591666, 202]"
450,"[956.5305576104392, 2475.071172942225, 184]"
450,"[958.651877953999, 2518.204686594604, 179]"
450,"[955.8234508292526, 2492.7488424718886, 201]"
450,"[999.6640712628187, 2410.7244558542493, 203]"
450,"[962.1874118599317, 2465.171678005613, 199]"
450,"[968.5513728906105, 2465.8787847867998, 185]"
450,"[983.400615295528, 2436.8874067581514, 190]"
450,"[978.450867827222, 2422.038164353234, 200]"
450,"[991.8858966697667, 2424.1594846967937, 208]"
450,"[984.1077220767147, 2441.837154226457, 204]"
450,"[972.0869067965432, 2449.615328819509, 207]"
450,"[972.7940135777299, 2446.0797949135763, 187]"
450,"[957.2376643916259, 2525.27575440647, 180]"
450,"[974.9153339212896, 2432.644766071032, 194]"
450,"[950.8737033609468, 2531.639715437149, 182]"
450,"[991.1787898885802, 2440.422940664084, 204]"
452,"[890.0625201789037, 2562.7524138093568, 287]"
452,"[882.9914523670382, 2615.0783156171615, 294]"
452,"[880.8701320234786, 2612.956995273602, 295]"
452,"[892.8909473036499, 2540.1249968113875, 285]"
452,"[915.5183643016196, 2480.728027191717, 291]"
452,"[896.4264812095826, 2533.7610357807084, 290]"
453,"[791.0675708127869, 2651.847868238862, 187]"
453,"[804.5025996553316, 2711.9519446397185, 212]"
453,"[796.0173182810929, 2689.324527641749, 198]"
453,"[772.6827945019368, 2687.203207298189, 189]"
453,"[791.7746775939736, 2653.969188582422, 190]"
453,"[791.7746775939736, 2653.969188582422, 192]"
453,"[798.1386386246525, 2697.102702234801, 208]"
453,"[785.4107165632945, 2636.291519052758, 194]"
453,"[795.3102114999065, 2671.6468581120853, 205]"
453,"[793.8959979375334, 2728.215400607009, 201]"
453,"[783.9965030009216, 2752.2570311673517, 203]"
453,"[777.6325419702425, 2751.549924386165, 203]"
453,"[794.6031047187198, 2651.1407614576756, 190]"
453,"[790.3604640316005, 2731.750934512942, 198]"
453,"[779.0467555326156, 2646.8981207705565, 191]"
453,"[787.5320369068543, 2724.679866701076, 209]"
453,"[763.4904063465119, 2740.23621588718, 190]"
453,"[795.3102114999062, 2684.3747801734435, 201]"
455,"[1938.7018766785538, 1641.3922779232855, 256]"
455,"[1942.2374105844867, 1718.466917072619, 255]"
455,"[1899.8110037132938, 1680.2831508885456, 225]"
455,"[1925.973954617196, 1545.225755681915, 248]"
455,"[1900.5181104944804, 1563.6105319927651, 240]"
455,"[1929.5094885231288, 1654.8273067658297, 251]"
455,"[1921.0242071488901, 1602.5014049580254, 248]"
455,"[1947.1871580527925, 1678.1618305449858, 254]"
455,"[1942.9445173656732, 1538.1546878700494, 255]"
455,"[1931.6308088666883, 1624.421715174808, 250]"
455,"[1906.1749647439726, 1770.085712099237, 225]"
455,"[1930.2165953043154, 1685.2328983568514, 246]"
455,"[1922.4384207112635, 1722.7095577597383, 245]"
455,"[1936.5805563349943, 1623.7146083936216, 254]"
455,"[1941.5303038032998, 1724.830878103298, 248]"
455,"[1924.5597410548228, 1635.735423673793, 250]"
455,"[1921.0242071488901, 1755.2364696943196, 236]"
455,"[1923.8526342736363, 1714.2242763854997, 243]"
455,"[1913.2460325558382, 1729.0735187904174, 233]"
455,"[1945.7729444904194, 1693.71817973109, 257]"
455,"[1921.0242071488901, 1555.8323573997131, 247]"
455,"[1923.1455274924497, 1719.1740238538055, 241]"
455,"[1910.417605431092, 1727.659305228044, 231]"
455,"[1933.7521292102479, 1622.3003948312485, 253]"
455,"[1965.5719343636426, 1630.0785694243007, 266]"
455,"[1911.1247122122786, 1514.8201640908933, 240]"
455,"[1928.802381741942, 1682.4044712321052, 243]"
455,"[1921.0242071488901, 1775.035459567543, 231]"
455,"[1959.2079733329638, 1558.6607845244594, 263]"
455,"[1912.5389257746515, 1510.5775234037742, 240]"
455,"[1947.894264833979, 1657.655733890576, 252]"
455,"[1884.9617613083763, 1529.6694064958108, 235]"
455,"[1959.2079733329638, 1630.785676205487, 268]"
455,"[1953.5511190834713, 1569.9744930234442, 259]"
455,"[1952.1369055210982, 1635.0283168926064, 264]"
455,"[1905.4678579627862, 1612.400899894637, 239]"
455,"[1928.802381741942, 1608.865365988704, 249]"
455,"[1895.5683630261742, 1633.6141033302333, 233]"
455,"[1901.2252172756669, 1708.5674221360075, 220]"
455,"[1916.0744596805844, 1729.0735187904174, 233]"
455,"[1909.0033918687188, 1644.2207050480317, 238]"
455,"[1942.9445173656732, 1611.6937931134503, 260]"
455,"[1915.3673528993977, 1616.643540581756, 243]"
455,"[1914.6602461182113, 1511.2846301849606, 244]"
458,"[630.5543314834408, 2857.6159415641473, 125]"
458,"[638.3325060764928, 2790.4407973514253, 133]"
458,"[650.3533213566641, 2781.248409196, 137]"
458,"[619.9477297656424, 2902.1636687789, 120]"
458,"[643.2822535447986, 2844.8880195027896, 137]"
458,"[633.382758608187, 2871.7580771878784, 134]"
458,"[637.6253992953064, 2847.7164466275353, 136]"
458,"[636.2111857329332, 2809.532680443462, 129]"
458,"[642.5751467636121, 2815.896641474141, 125]"
458,"[651.7675349190372, 2792.562117694985, 137]"
458,"[622.7761568903891, 2921.9626586521226, 122]"
458,"[622.0690501092022, 2919.8413383085635, 120]"
458,"[643.2822535447986, 2806.704253318716, 136]"
458,"[617.8264094220831, 2917.012911183817, 121]"
458,"[624.190370452762, 2865.3941161571993, 128]"
458,"[639.7467196388659, 2807.4113600999026, 129]"
460,"[803.7954928741449, 2714.073264983278, 224]"
460,"[832.7868709027937, 2636.998625833944, 234]"
460,"[829.9584437780472, 2662.45446995666, 232]"
460,"[807.3310267800775, 2696.3955954536145, 230]"
460,"[830.6655505592337, 2627.806237678519, 234]"
460,"[817.2305217166893, 2651.1407614576756, 220]"
460,"[811.5736674671971, 2692.152954766495, 234]"
460,"[832.079764121607, 2636.291519052758, 226]"
460,"[829.2513369968606, 2632.0488783656388, 223]"
460,"[819.3518420602488, 2654.676295363608, 225]"
460,"[834.2010844651666, 2622.8564902102135, 220]"
460,"[836.3224048087261, 2620.735169866654, 229]"
460,"[829.2513369968608, 2671.6468581120853, 228]"
460,"[815.8163081543164, 2696.395595453614, 221]"
461,"[586.0066042686881, 3029.4428893924783, 94]"
461,"[607.9269144854711, 2857.6159415641473, 97]"
461,"[578.9355364568228, 2924.7910857768693, 64]"
461,"[619.240622984456, 2856.201728001774, 115]"
461,"[602.9771670171656, 2897.9210280917805, 95]"
461,"[614.9979822973371, 2854.7875144394006, 102]"
461,"[598.0274195488598, 2876.0007178749975, 92]"
461,"[593.0776720805536, 2950.246929899585, 100]"
461,"[574.6928957697035, 3023.786035142986, 90]"
461,"[605.0984873607254, 2948.125609556025, 104]"
461,"[622.7761568903888, 2855.4946212205878, 107]"
461,"[603.684273798352, 2895.799707748221, 102]"
461,"[598.7345263300463, 2828.6245635354985, 97]"
461,"[607.2198077042849, 2865.3941161571993, 82]"
461,"[595.1989924241134, 2996.208870676711, 102]"
461,"[575.4000025508901, 2948.125609556025, 77]"
461,"[618.5335162032698, 2831.4529906602447, 93]"
461,"[579.6426432380094, 3004.694152050949, 104]"
461,"[584.5923907063152, 3011.058113081628, 92]"
461,"[593.78477886174, 2962.2677451797563, 90]"
461,"[634.7969721705601, 2796.804758382104, 113]"
461,"[567.6218279578381, 3030.857102954851, 83]"
461,"[580.3497500191961, 2944.5900756500923, 87]"
461,"[581.763963581569, 2900.7494552165267, 60]"
461,"[618.5335162032695, 2845.595126283976, 106]"
461,"[605.0984873607251, 2836.402738128551, 95]"
461,"[586.0066042686885, 3009.643899519255, 99]"
461,"[588.1279246122481, 2922.6697654333097, 70]"
461,"[602.2700602359789, 2829.331670316685, 99]"
461,"[570.4502550825846, 2907.820523028392, 59]"
461,"[547.8228380846147, 2985.6022689589126, 63]"
461,"[535.0949160232572, 2996.915977457897, 67]"
461,"[594.4918856429272, 2910.6489501531382, 94]"
461,"[635.5040789517466, 2820.1392821612603, 115]"
461,"[580.3497500191961, 2982.773841834166, 88]"
461,"[611.4624483914042, 2851.251980533468, 83]"
461,"[593.0776720805538, 2975.7027740223007, 99]"
461,"[538.6304499291896, 3030.149996173665, 71]"
461,"[576.1071093320766, 3002.5728317073895, 92]"
461,"[626.3116907963215, 2793.9763312573577, 113]"
461,"[584.5923907063152, 2962.974851960943, 86]"
461,"[537.9233431480034, 2988.4306960836584, 66]"
461,"[602.2700602359791, 2960.853531617383, 95]"
461,"[550.6512652093609, 2999.7444045826433, 65]"
461,"[600.855846673606, 2873.172290750251, 93]"
461,"[586.713711049875, 3011.7652198628143, 101]"
461,"[602.9771670171654, 2878.122038218557, 93]"
461,"[603.684273798352, 2895.799707748221, 79]"
461,"[603.684273798352, 2925.4981925580555, 110]"
461,"[573.2786822073306, 2917.7200179650035, 65]"
461,"[557.0152262400397, 3048.534772484515, 78]"
461,"[605.8055941419116, 2892.264173842288, 86]"
461,"[540.0446634915625, 3021.6647147994263, 66]"
461,"[590.2492449558076, 2876.707824656184, 79]"
461,"[606.512700923098, 2915.5986976214444, 90]"
461,"[549.2370516469878, 3008.229685956882, 71]"
461,"[612.1695551725907, 2826.503243191939, 102]"
462,"[2440.7476913210025, 1036.1088732276007, 200]"
462,"[2428.7268760408315, 1014.1885630108177, 166]"
462,"[2437.2121574150697, 1090.5560953789648, 198]"
462,"[2432.262409946764, 1037.5230867899738, 193]"
462,"[2440.0405845398163, 1033.987552884041, 198]"
462,"[2435.797943852697, 1066.5144648186222, 179]"
462,"[2435.09083707151, 1033.2804461028545, 187]"
462,"[2436.5050506338835, 1037.5230867899736, 177]"
462,"[2428.019769259645, 1021.9667376038697, 171]"
462,"[2424.484235353712, 1025.5022715098025, 172]"
462,"[2436.5050506338835, 1095.5058428472707, 196]"
462,"[2427.312662478458, 1031.1591257592947, 187]"
462,"[2436.5050506338835, 1046.0083681642122, 190]"
462,"[2421.6558082289657, 1049.5439020701451, 183]"
462,"[2429.4339828220177, 1064.3931444750626, 175]"
464,"[1275.4357159255724, 2178.7934316250617, 185]"
464,"[1268.3646481137066, 2174.550790937942, 183]"
464,"[1286.749424424557, 2173.1365773755692, 204]"
464,"[1237.9590565226852, 2230.4122266516797, 163]"
464,"[1274.7286091443857, 2197.8853147170985, 190]"
464,"[1281.0925701750646, 2163.2370824389573, 190]"
464,"[1266.243327770147, 2196.471101154725, 180]"
464,"[1271.193075238453, 2187.2787129993, 193]"
464,"[1265.5362209889606, 2208.4919164348967, 192]"
464,"[1250.6869785840431, 2213.4416639032024, 171]"
464,"[1281.7996769562512, 2168.186829907263, 205]"
464,"[1263.4149006454008, 2204.956382528964, 194]"
464,"[1251.3940853652296, 2204.2492757477776, 164]"
464,"[1254.2225124899758, 2246.6756826189703, 177]"
464,"[1267.6575413325202, 2209.1990232160833, 185]"
464,"[1274.7286091443857, 2204.956382528964, 196]"
464,"[1266.243327770147, 2179.500538406248, 182]"
464,"[1262.7077938642142, 2215.562984246762, 190]"
464,"[1269.7788616760797, 2195.763994373539, 187]"
464,"[1266.9504345513337, 2218.391411371508, 182]"
464,"[1252.101192146416, 2180.914751968621, 170]"
465,"[2831.7777413171634, 646.493036793813, 166]"
465,"[2796.422402257836, 707.3042199758561, 66]"
465,"[2836.0203820042825, 652.1498910433053, 146]"
465,"[2815.514285349873, 674.0702012600883, 97]"
465,"[2846.6269837220807, 685.383909759073, 141]"
465,"[2797.8366158202093, 739.8311319104372, 73]"
465,"[2825.4137802864843, 633.0580079512686, 161]"
465,"[2819.0498192558057, 712.9610742253484, 93]"
465,"[2781.5731598529187, 760.337228564847, 61]"
465,"[2837.434595566656, 664.8778131046631, 142]"
465,"[2836.0203820042825, 695.9905114768712, 116]"
465,"[2793.5939751330898, 691.7478707897519, 77]"
465,"[2830.36352775479, 629.5224740453358, 172]"
465,"[2828.2422074112305, 644.3717164502533, 148]"
465,"[2800.6650429449555, 717.2037149124677, 64]"
465,"[2817.6356056934324, 687.5052301026327, 99]"
465,"[2798.5437226013955, 723.5676759431467, 66]"
465,"[2823.9995667241114, 753.2661607529816, 99]"
465,"[2845.212770159708, 737.7098115668775, 149]"
465,"[2837.434595566656, 679.0199487283942, 139]"
465,"[2827.5351006300443, 630.9366876077089, 168]"
465,"[2799.250829382582, 762.4585489084068, 84]"
465,"[2836.727488785469, 664.1707063234767, 172]"
465,"[2860.0620125646255, 778.0148980945108, 154]"
465,"[2857.233585439879, 758.2159082212875, 162]"
465,"[2786.5229073212245, 813.3702371538382, 86]"
465,"[2822.585353161738, 621.7442994522837, 145]"
465,"[2839.5559159102154, 688.2123368838193, 164]"
465,"[2795.008188695463, 807.7133829043457, 72]"
465,"[2845.9198769408945, 695.9905114768712, 141]"
465,"[2825.4137802864843, 661.3422791987305, 102]"
465,"[2842.3843430349616, 700.9402589451771, 143]"
465,"[2787.9371208835973, 780.8433252192569, 58]"
465,"[2817.6356056934324, 744.0737725975565, 99]"
465,"[2852.99094475276, 722.86056916196, 152]"
465,"[2800.6650429449555, 797.8138879677341, 76]"
465,"[2822.5853531617386, 641.5432893255071, 174]"
465,"[2845.212770159708, 699.526045382804, 132]"
465,"[2841.677236253775, 667.7062402294093, 154]"
465,"[2817.6356056934324, 640.8361825443205, 178]"
465,"[2823.9995667241114, 627.4011537017761, 157]"
465,"[2833.1919548795368, 680.4341622907672, 159]"
465,"[2839.5559159102154, 655.685424949238, 135]"
465,"[2794.3010819142764, 703.7686860699233, 65]"
465,"[2802.0792565073284, 776.6006845321377, 86]"
465,"[2787.9371208835973, 776.6006845321377, 55]"
465,"[2839.5559159102154, 715.0823945689081, 168]"
465,"[2833.1919548795368, 635.1793282948282, 137]"
465,"[2823.9995667241114, 633.0580079512686, 112]"
465,"[2842.3843430349616, 651.4427842621187, 134]"
465,"[2823.9995667241114, 671.2417741353421, 112]"
465,"[2793.5939751330898, 804.8849557795995, 83]"
465,"[2827.5351006300443, 613.9661248592317, 135]"
465,"[2795.008188695463, 752.559053971795, 65]"
465,"[2795.008188695463, 765.2869760331529, 84]"
465,"[2799.250829382582, 727.1032098490793, 81]"
465,"[2823.292459942925, 711.5468606629753, 94]"
465,"[2819.0498192558057, 698.8189386016174, 91]"
465,"[2832.48484809835, 720.7392488184005, 111]"
465,"[2827.5351006300443, 598.4097756731278, 142]"
465,"[2799.957936163769, 756.0945878777278, 81]"
465,"[2840.9701294725887, 691.0407640085655, 146]"
465,"[2828.949314192417, 683.2625894155135, 116]"
465,"[2816.928498912246, 655.685424949238, 181]"
465,"[2829.656420973604, 648.6143571373726, 129]"
465,"[2834.6061684419096, 700.2331521639906, 104]"
465,"[2823.9995667241114, 746.1950929411162, 96]"
465,"[2830.3635277547905, 636.5935418572013, 126]"
465,"[2823.292459942925, 676.191521603648, 106]"
465,"[2845.212770159708, 747.6093065034893, 145]"
465,"[2821.878246380552, 715.7895013500946, 105]"
465,"[2787.9371208835973, 796.399674405361, 56]"
465,"[2845.9198769408945, 698.8189386016174, 144]"
465,"[2837.434595566656, 694.5762979144981, 145]"
465,"[2839.5559159102154, 648.6143571373725, 168]"
465,"[2826.120887067671, 739.8311319104372, 101]"
465,"[2836.0203820042825, 670.5346673541555, 123]"
