,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,997,64819,24,"[1450.1350375661457, 2923.3058362517163, 88.45995772844383]",0.14381731112065202,0.3065491275908089
1,1031,2773,2,"[1405.5661738189685, 2818.7605481428054, 94.5066714749369]",0.5498500530759798,-0.10579072991913686
2,1038,25480,10,"[1421.9143249607534, 3382.5630298273154, 98.59242543171115]",0.17024598193288473,-0.13315833213229616
3,1052,38028,14,"[1456.9688913432208, 2833.029688650468, 122.94798569475124]",0.12157814606797475,0.1701497763296627
4,1074,35092,13,"[1480.2316197423913, 3446.796620312322, 125.99222044910522]",0.12992754771236234,-1e-10
5,1118,39136,15,"[1523.916675183974, 3062.798267579722, 97.01998160261653]",0.15285632181571648,0.099212441158435
6,1131,29726,11,"[1545.3374486981095, 3001.6603310233468, 127.06593554464106]",0.07896367628639013,0.0969970532276745
7,1133,37594,14,"[1562.2165505133798, 3191.899585040166, 79.3006064797574]",0.09529119750240772,0.03381717534380792
8,1160,78871,29,"[1637.916458520876, 3256.6215338971233, 117.40670208314843]",0.0760939717956267,-0.028016024915210377
9,1215,31492,12,"[1670.2508256065032, 2901.5790041915407, 78.4827892798171]",0.18978179587975813,-0.007295273599595778
10,1222,27926,11,"[1684.9210413234978, 2840.59342548163, 104.28890639547376]",0.15283453210581838,0.06709155856154093
11,1257,135565,50,"[1792.2080625530189, 3082.2157267731345, 108.38113819938775]",0.1411326596197772,0.051820760375975716
12,1371,29588,11,"[1925.4063471677707, 2824.3711639853996, 117.18858996890631]",-0.02629350654313914,0.3646664739714928
13,1398,29109,11,"[1972.9477481191384, 2916.963104194579, 111.35130028513518]",0.1448639426748592,0.03523276719435685
14,1400,55669,21,"[1996.3632183082145, 2986.0616680737935, 83.20469201889742]",0.13520413884412263,0.11061934574817042
15,1427,15771,6,"[2001.5931773508337, 2948.695073235686, 131.25103037220214]",0.15005972654541538,0.1531616498170039
16,1465,11914,5,"[2067.7508813160985, 3042.1682054725534, 121.25062951149908]",0.13668187193283438,0.09154318641081703
