,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,107,69852,26,"[79.17458340491325, 319.2623833247437, 85.1916480558896]",0.4172204418611787,0.1951391810741954
1,127,75479,28,"[113.23319068880086, 232.377469229852, 126.0275043389552]",0.2192440545441387,0.07006301354747077
2,215,39306,15,"[252.19841754439526, 184.4819366000102, 75.95204294509745]",0.2664249432021192,0.045194835436338496
3,228,21929,8,"[197.13981485703863, 663.8150850471977, 114.66505540608327]",0.23593002118656584,0.15331766951885728
4,230,5190,2,"[184.32215799614644, 674.921387283237, 132.1568400770713]",0.17095896835297036,0.022208706504672722
5,239,52187,20,"[289.08864276543966, 73.2193266522314, 119.40774522390635]",0.12251593396679954,0.18445344554636608
6,260,146262,54,"[271.71020497463456, 492.0049568582407, 104.93816575733956]",-0.00728381973484884,-0.19986592023199423
7,270,3636,2,"[273.1454895489549, 8.66034103410341, 125.5027502750275]",-0.3858226709165392,0.31294498257644277
8,318,39793,15,"[310.5366773050537, 150.1889528308999, 106.234463347825]",0.15366056825390123,0.25817407490101113
9,346,26278,10,"[360.5256488317224, 529.8386102443109, 109.8621660704772]",0.1400242118034131,0.02070765500661956
10,375,133312,49,"[438.4281985117619, 345.27575162025926, 104.31289006240999]",-0.008005215672771116,-0.20861371577487187
11,413,30261,12,"[487.43455272462904, 25.21988698324576, 88.05591355209675]",0.08326308758886278,0.27612765114912297
12,443,23312,9,"[523.9639670555937, 381.20851921757037, 106.08381949210707]",0.01397533402770145,-0.04071285383747589
13,465,116322,43,"[583.2264318013789, 170.8790340606248, 105.56498340812573]",-0.04534696197932365,0.01305789128562706
14,468,7709,3,"[540.544298871449, 455.2459462965365, 81.19924763263718]",0.10367104825127456,-1e-10
15,525,29080,11,"[665.8304676753783, 510.8603851444292, 102.89711141678129]",0.09021926018997548,0.22828553756868616
16,534,20358,8,"[666.3091659298556, 215.52760585519206, 107.1643579919442]",0.015778008219939414,-0.09196743663998723
17,559,6226,3,"[684.139415354963, 293.83665274654675, 82.42932862190813]",0.12357841021043203,0.11198442425900697
