,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,980,38613,15,"[1426.1817522596016, 1603.927174785694, 226.26061171108176]",0.26703079398321944,-0.22164346998604523
1,998,8246,4,"[1413.3096046568032, 1559.6987630366239, 269.3117875333495]",0.24411236453804747,-0.019556570979545163
2,1003,21409,8,"[1422.271287776169, 2064.573824092671, 269.20608155448645]",0.25963092652359127,-0.03539353461025279
3,1072,49927,19,"[1450.8231017285236, 1664.9192420934564, 253.16918701303905]",0.16435894390767034,-0.12640130816602937
4,1076,107096,40,"[1536.4494752371704, 1837.2437626055128, 263.0086837977142]",0.17279230135104565,-1e-10
5,1078,4875,2,"[1439.9731282051282, 1642.5993846153847, 275.32533333333333]",0.05662226374141788,-0.06710138859444792
6,1097,55944,21,"[1599.342252967253, 1454.6195302445303, 231.13359788359787]",-0.003506119885980022,0.14508839300030574
7,1110,18035,7,"[1507.3102855558636, 1806.3542556140837, 214.2351538674799]",0.14888495537397695,-0.02057504309586302
8,1114,5033,2,"[1594.0415259288695, 1414.491158354858, 274.7148817802504]",0.12591001115437156,0.19474136953576435
9,1136,26038,10,"[1590.122628466088, 2022.501036946002, 215.40897918426916]",0.2256310979521833,0.09633411904805451
10,1139,46029,17,"[1568.802081296574, 1937.8639987833758, 232.07879814899303]",0.14891216256773415,0.00779627290469376
11,1175,6034,3,"[1609.5106065628108, 1490.699204507789, 212.08518395757375]",0.06635677105867414,1e-10
12,1181,54380,20,"[1625.8592497241634, 1514.247885251931, 261.01645825671204]",0.19608748604316964,-0.11669446383026873
13,1197,26049,10,"[1632.2488387270146, 1998.539483281508, 253.12372835809435]",0.2019988725942104,0.1046227516607713
14,1205,4638,2,"[1635.1720569210866, 2036.1362656317378, 234.78546787408365]",0.24900660122818977,1e-10
15,1207,10896,4,"[1661.4389684287812, 1601.195851688693, 276.8958333333333]",0.22095750332507572,1e-10
16,1217,31255,12,"[1682.9676851703728, 1656.5219004959206, 218.53780195168773]",0.07965209105941545,0.058028383391217825
17,1227,9854,4,"[1674.6270550030445, 2087.903389486503, 256.32443677694334]",0.09478383552972316,0.4896076707364912
18,1228,79977,30,"[1725.161133825975, 1708.2596746564636, 264.6235167610688]",0.1718693524117296,0.10020360224280649
19,1239,3570,2,"[1728.4865546218487, 1802.7868347338936, 212.24285714285713]",0.2159435848614055,0.04713276663077323
20,1264,49294,18,"[1757.6942629934679, 1803.1765326408895, 239.84091370146467]",0.017747794622506956,-0.025565163757990124
21,1276,26617,10,"[1777.3504151482134, 1878.683134838637, 220.1089153548484]",0.17043188886529553,0.030842291944999153
22,1303,6377,3,"[1826.7523914066176, 1408.945742512153, 252.4226125137212]",-0.2298169472678805,0.4185672095641395
23,1318,31020,12,"[1825.7119922630561, 1870.1262088974854, 259.16215344938746]",0.1478603129366147,0.07927992518432006
24,1321,31456,12,"[1841.5279437945067, 1495.853223550356, 218.54301246185148]",0.1737483801791771,-0.007014000683092843
25,1322,32775,12,"[1855.3319603356217, 2033.895163996949, 220.53348588863463]",0.31281852430335216,0.05210521829265426
26,1333,5163,2,"[1829.4758861127252, 1908.8456323842727, 239.97365872554715]",0.2589221647591029,-0.024629808764094756
27,1343,76004,28,"[1896.6346508078523, 1554.3392847744856, 267.2137387505921]",0.2274877682847973,0.07910993713736775
28,1349,20801,8,"[1864.366857362627, 1959.6109321667227, 255.0058651026393]",0.23655265462833863,0.48826050261780546
29,1363,14606,6,"[1969.1016705463508, 1753.724976037245, 216.76906750650417]",0.2655961967754841,0.12216681972237887
30,1365,16543,7,"[1901.0600253883817, 2075.9133772592636, 240.45989240162]",0.1022939905932331,0.22316352253305086
31,1367,52501,20,"[1937.2974610007427, 1661.382697472429, 240.42635378373745]",0.09246743557726653,-0.05517604010654364
32,1368,31995,12,"[1921.0807001093922, 2059.4107829348336, 267.2208782622285]",0.14502253915817875,0.11466149572136783
33,1373,16309,6,"[1920.9209025691337, 1674.6156110123245, 220.9906799926421]",0.06291033571040693,-0.01077693501138299
34,1421,29006,11,"[2001.2196097359167, 1723.410535751224, 256.13186926842724]",0.08680144369734291,0.06297975191450565
35,1422,31334,12,"[2045.9400651049978, 1918.5450947852173, 215.36940703389288]",0.25940896124634544,0.005608149743648049
36,1441,21348,8,"[2041.0927487352446, 1826.7904721753794, 242.2551527075136]",0.2284595335290589,0.4292740380104093
37,1449,21938,8,"[2073.144817212143, 1423.0318625216519, 267.3907375330477]",0.002929080508478271,0.17614193618019505
38,1458,7627,3,"[2057.3833748524976, 1887.1867051265242, 236.95581486823127]",0.12452266738679095,0.13910331114662777
39,1460,28551,11,"[2073.506181920073, 1464.4420510665125, 241.95142026548982]",0.17361834097285622,-0.24108461347952473
40,1463,15969,6,"[2071.635105516939, 1490.8670549189053, 220.32118479554137]",0.12082731057501205,-0.0729785571101576
41,1474,14534,6,"[2083.012178340443, 1886.6474473647997, 260.90505022705383]",0.2379992606226848,-0.1344602693397932
42,1482,5475,2,"[2089.2469406392693, 1935.3463013698629, 238.22630136986302]",0.34828819322075777,-1e-10
