ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
1494,110303,41,"[2182.254465158876, 3636.6268405248247, 251.35851923756275]",0.0310665026515047,0.1665642394127481
1567,162661,62,"[2188.443665375701, 3738.405854983539, 204.68186686108186]",-0.1245321368453288,0.1975278191750581
1663,15050,6,"[2449.377682920228, 3583.7796498663065, 265.80511627906975]",0.1701480784341773,0.1033608601929337
1666,78200,29,"[2396.749084062873, 3720.3646474022726, 250.22900255754476]",0.0854276534679409,0.2205670655961098
1706,38682,15,"[2596.0124847746665, 3575.1323205899453, 212.09679364711405]",0.1953461348354354,-0.0596094430746151
1711,100846,37,"[2685.548751728529, 3608.7145725741884, 257.758671637943]",0.1315916479848325,0.0980296189748163
1752,4618,2,"[2512.5680279158933, 3700.3489576481243, 205.79471632741445]",0.2850345735773778,0.0908476484016605
1766,14817,6,"[2623.8332279660435, 3655.628966118942, 244.8306674765472]",0.2429874932349164,0.1186551663287927
1772,53537,20,"[2578.640817573966, 3778.605373712102, 231.23191437697292]",0.0107024513894262,0.1677779452447968
1815,39987,16,"[2817.874464157022, 3613.3155357235582, 208.69040057275276]",0.1722687987421273,-0.0595579310430502
1828,111003,41,"[2896.8238096753603, 3683.218825514454, 248.9937705736268]",0.1160636517165844,0.0179174263144577
1863,15899,6,"[2723.1144331828627, 3777.0265192545266, 201.12692622177497]",0.2122958266421437,0.1454867135371019
1877,14596,6,"[2806.090958716377, 3738.8848766747733, 228.73568100849548]",0.1417262551508452,0.02326419420309
1894,45627,18,"[2766.2833879473565, 3844.43465187367, 215.51904599618152]",0.1376234244077416,0.0252535271835662
1908,32772,13,"[3033.1971559937374, 3595.247873246257, 200.3603172220441]",0.0192926757376137,0.0048343132770759
1972,60127,23,"[2985.408819592106, 3843.985471655381, 209.52403118671776]",-0.0388645844038047,-0.014103990807276
