ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
575,159955,61,"[2130.2784844294683, 1605.1921563666024, 217.0287253521432]",-0.0683913329166616,-0.0085873193136454
629,42973,16,"[2228.8397202847837, 1532.3829635291168, 267.6757964303167]",-0.0465332636779681,0.0834508741254046
718,205523,76,"[2360.5443378847513, 1668.315910071844, 216.34376241006444]",0.014521926631054,-0.0243372263195905
775,48861,19,"[2249.8064087497446, 1807.3726257368648, 269.82838429453386]",-0.2475550716218764,0.1048200471084585
831,9608,4,"[2495.353585643499, 1624.310880161021, 272.48574104912575]",0.1240751983306044,0.0313328537552679
843,6181,3,"[2522.5024369932844, 1645.7029866470987, 278.0679501698754]",-0.3290086188088134,-0.0179005431252212
844,217557,80,"[2592.9176722686097, 1696.864434810945, 213.556103895756]",0.0056749119167275,-0.0141045148491779
860,208913,78,"[2184.607808708527, 2145.0347113204025, 214.5947564721449]",0.0001385697095477,-0.110801889497862
861,17181,7,"[2672.186650555378, 1539.895024133902, 241.18264361795005]",-0.0229939346693862,-0.0069742318625145
885,94936,35,"[2174.802474291378, 2220.1817763060003, 257.91218294429933]",0.1264183892074472,-0.1716594965183361
892,8830,4,"[2707.1239449188965, 1550.3416692397973, 256.261268403171]",-0.0910508924127846,0.0961991085512389
913,10910,4,"[2191.654647566837, 2095.0016021180586, 194.43675527039414]",0.1092773199140744,-0.1507133550409852
945,18971,7,"[2732.285569640097, 1648.2138772998294, 265.2358336408202]",0.0001104842528388,0.0411252852821507
956,251298,94,"[2820.6180476983036, 1758.1529325321949, 216.43411317562087]",0.0232989421542346,-0.0295407733518503
980,172617,65,"[2428.616363155374, 2101.2952191033605, 226.37673075000677]",-0.1241569705840807,-0.101077383281545
982,8315,4,"[2751.217061484585, 1718.9970558187306, 276.2576067348166]",-0.0284173078425372,-0.0463624755857063
983,15086,6,"[2132.3745618157486, 2330.6658223385707, 270.77687922577223]",0.1109647671082641,-0.0463624753857063
985,18466,7,"[2907.867883805374, 1573.726072443265, 244.99046896999891]",-0.1363369263268808,0.029633314274087
998,29678,12,"[2436.111782824576, 2155.9103241354496, 270.9079001123261]",0.08853289186449,-0.1279123338367114
1000,51111,19,"[2095.7050656708852, 2426.6932736199997, 194.85586273013638]",0.0571298918303492,-0.0920844321924533
1003,100999,38,"[2083.451193065569, 2504.0618377944743, 262.3172636695664]",0.1099050089372744,-0.0383604150844899
1013,8098,3,"[2942.265315185556, 1587.476390022788, 259.25561867127686]",-0.1070540274190721,0.1402386060978919
1019,10453,4,"[2428.717405558734, 2113.5421482041643, 197.18387065914092]",0.0412459982762494,-0.1875450133021437
1049,9126,5,"[2394.6347506233715, 2206.4409790609097, 190.87127679591225]",0.1079769928763731,-0.0698161325890225
1069,13174,5,"[2385.8748310358287, 2262.530890963845, 201.94845908607863]",-0.0303953314493072,-0.0005637546773563
1072,49927,19,"[2384.1111673220894, 2293.1625397465896, 253.16918701303905]",0.0629873520331933,-0.1727637836517356
1075,22555,9,"[2961.850245331183, 1719.3048801475177, 269.151452006207]",-0.052335901735508,0.0985736625333845
1076,107096,40,"[2322.80631965967, 2475.5613661217612, 263.0086837977142]",0.0714207094765686,-0.0463624755857063
1078,4875,2,"[2392.2216000458634, 2269.7079273146405, 275.32533333333333]",-0.0447493281330591,-0.1134638640801542
1085,3284,2,"[2906.6694789598987, 1757.6833519907275, 263.35962241169307]",0.0474604589445706,-0.0021421043966341
1097,178052,66,"[2651.177763486105, 2171.6054076301207, 236.08710064193326]",-0.0473661178008139,0.0974245399806984
1108,197010,73,"[3037.2223597653697, 1809.3949375100392, 217.64256856822178]",-0.042264069854327,0.2140614014699635
1110,61703,23,"[2320.6496650041927, 2445.9645118288854, 205.3547872479288]",0.0929333893596179,-0.0978138448551237
1114,17984,7,"[2665.9723613729975, 2185.267949250286, 274.9752696292187]",-0.0427827136629091,0.0407186663177711
1149,9290,4,"[2629.4981629321733, 2203.747983469963, 195.90764262648008]",-0.1445004324195675,-0.0687107088235462
1175,13101,6,"[2619.6365105868927, 2272.315969588928, 209.33741297779636]",-0.0143210662339942,-0.0202721127051384
1181,54380,20,"[2614.421152675799, 2310.391048793858, 261.01645825671204]",0.0947158941686926,-0.1630569393159751
1191,177725,65,"[2878.1080552724197, 2117.567927055423, 221.481430244737]",-0.0637360513660584,-0.0182427288364749
1207,10896,4,"[2578.0983163667293, 2397.031205840418, 276.8958333333333]",0.1195859114505987,-0.0463624753857063
1217,61142,23,"[2546.607495636701, 2462.313963534023, 208.41722633469556]",0.0181131564877034,-0.0224235434700416
1224,24345,9,"[2906.592978971253, 2146.7711229399997, 273.76520846169643]",-0.0396956005175091,-0.0617503436176672
1228,79977,30,"[2547.451136390709, 2517.795136344931, 264.6235167610688]",0.0704977605372526,0.0538411267571
1247,8968,4,"[2859.541459601937, 2179.349466083238, 192.91469669937555]",-0.1358425564673869,0.0022618246823276
1273,13627,6,"[2855.869297664657, 2254.7210415018744, 209.57739177165075]",-0.0807319727336577,-0.0130781993781787
1303,51708,20,"[2838.504780341169, 2348.4685098122295, 257.15824102556195]",-0.1784512659110459,0.1166922615757686
1321,88162,33,"[2759.9776334732123, 2477.5735016842873, 207.09978718884906]",0.2010144103818066,-0.0443487265098401
1415,50882,20,"[3009.9442569256075, 2434.975510815558, 210.46032791109792]",0.0162187799581461,-0.0374589955082365
1426,29734,11,"[3029.340507981835, 2443.992695551322, 266.58882087845564]",0.0812242671010266,-0.3134103004074868
