,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,956,16627,7,"[1418.3102784627413, 1050.3949600048113, 201.04065676309617]",-0.025251591306853605,0.018343691960269616
1,967,34290,13,"[1440.534208223972, 772.8970253718285, 149.26891221930592]",-0.11480067366329641,-0.28656270883642915
2,1029,8319,4,"[1471.110349801659, 740.7893977641544, 205.36290419521578]",0.02635804619942944,0.07564259994437979
3,1062,113791,42,"[1466.600170488, 1286.1893998646642, 167.6270531061332]",0.0825351054700687,-0.03075423373042788
4,1108,60871,23,"[1529.9289152469978, 858.3525652609617, 192.78643360549358]",-0.09789036174786261,0.19611992635877704
5,1125,21337,8,"[1575.5972254768712, 1089.528424801987, 144.09598350283545]",-0.12613239878150959,0.02614303462918647
6,1126,28704,11,"[1520.6415830546266, 1363.5829152731326, 187.60378344481606]",-0.0387298539117571,-0.017514893098852093
7,1140,68288,25,"[1594.4215381911902, 1113.2822018509842, 169.0664391986879]",0.04287162749742092,0.02897619456410638
8,1189,22761,9,"[1684.549536487852, 713.901629981108, 188.79855893853522]",-0.05477718980621672,0.3011569192977444
9,1191,4976,2,"[1653.4091639871383, 1177.7763263665595, 207.64409163987136]",0.002833949964515581,1e-10
10,1213,73575,27,"[1685.3559497111792, 1240.126360856269, 171.5388379204893]",0.09653667826831534,-0.22068747277981143
11,1235,83264,31,"[1750.554681495004, 947.3188172559569, 164.8690790737894]",0.05575081850980772,0.20307076463892476
12,1247,8968,4,"[1706.525089206066, 1248.261262265834, 192.91469669937555]",-0.034470964592910006,0.04862430016803405
13,1267,58262,22,"[1760.4166866911537, 1361.5216951014384, 182.48170334008444]",0.03603521289968549,0.009440924098819546
14,1273,6769,3,"[1750.6690796277146, 1297.7766287487075, 206.91579258383808]",0.07682583371666067,0.06656855211505536
15,1296,5766,3,"[1851.1723898716614, 1070.239680887964, 141.22788761706556]",0.07776149576480873,-1e-10
16,1299,39930,15,"[1841.93601302279, 1045.9584773353367, 200.7678938141748]",0.0849868934685724,-0.02474603652758632
17,1320,60149,22,"[1846.3362483166802, 1087.3845616718481, 166.74267236363033]",0.04408491698742645,-0.05742316417695258
18,1348,18302,7,"[1893.532728663534, 1353.1219538848213, 144.82701344115398]",0.11309054995548841,-0.01706973977212247
19,1352,76698,28,"[1915.3738167879214, 779.2450780985163, 159.63271532504106]",0.0759863091062907,0.1215568213266233
20,1357,86515,32,"[1932.5062243541583, 1214.3216552043, 182.85066173495926]",0.12032811372428355,-0.10026195633683149
21,1390,5164,2,"[2009.4194422927962, 911.8117738187452, 141.25677769171185]",0.08476575254700724,-1e-10
22,1391,40150,15,"[1977.9033872976338, 843.9052303860523, 197.4026400996264]",0.08071113871599374,0.030860540043047082
23,1405,9485,4,"[2057.7139694254083, 944.8607274644176, 205.12387981022667]",0.072620851914494,-0.0478174089891259
24,1415,22533,9,"[1994.8655749345403, 1333.1688634447255, 202.27590644832026]",0.09417318741956754,-0.061762502435990005
25,1417,105382,39,"[2039.4093013987208, 967.4167125315519, 175.36502438746655]",0.1830966823051543,0.005574421327171432
26,1433,3778,2,"[1994.1360508205398, 1390.1381683430386, 184.16251985177342]",-0.5260135592683364,0.4886146735941589
27,1434,19558,8,"[2032.3539216688823, 1192.8864403313223, 145.5322118826056]",0.07094586614036508,-0.03693234758514222
