,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1032,14544,6,"[1478.6693481848185, 2924.0592684268427, 216.683099559956]",0.16671478934241019,0.14607525076269628
1,1043,7867,3,"[1413.8639888140333, 3487.693911274946, 265.6367103088852]",0.062147755507702164,0.2305563659497219
2,1055,10636,4,"[1422.7109815720196, 2843.2177510342235, 215.28168484392629]",0.12833335367871582,0.046254185100275375
3,1057,33941,13,"[1432.051294894081, 2835.821071859992, 240.01747149465248]",0.1359440509692542,0.14102995310940006
4,1084,77427,29,"[1496.6560114688675, 3152.0031126092963, 252.97256770893875]",0.18143483116635245,0.0783954762778452
5,1087,27987,11,"[1463.423267945832, 3103.967341980205, 222.39064565691214]",0.06625150713836268,0.06559703513533983
6,1130,134583,50,"[1617.130246762221, 3399.559580333326, 243.37032909059837]",0.12167974713757157,0.23699597711418557
7,1183,4959,2,"[1621.7172817100222, 2914.029239766082, 211.66787658802178]",0.16945577643576196,1e-10
8,1185,22893,9,"[1642.4082470624207, 3001.6882889966364, 275.1325295941991]",0.18601910740311395,0.019485189668040703
9,1188,79215,29,"[1658.7701445433313, 3003.774512402954, 237.2744429716594]",0.17323038188757506,0.051646459257151014
10,1261,123368,45,"[1787.944215679917, 3231.742996563128, 233.93666915245444]",0.13598925307096213,0.2846461628508867
11,1284,7172,3,"[1769.340072504183, 3226.927356385945, 275.18000557724486]",0.03628704640048867,0.10883283895500807
12,1295,49860,19,"[1834.7289009225833, 2900.809767348576, 264.58168872843964]",0.18652679316334242,0.07925138122802514
13,1306,57645,22,"[1826.1543412264723, 2878.8654523375835, 222.41032179720705]",0.20405546313695555,0.10528147534833389
14,1319,77229,29,"[1978.0477670305195, 3081.1824832640586, 229.95047197296353]",0.18626307504603662,0.25317307429909397
15,1384,34563,13,"[2064.57055232474, 2849.8003066863407, 262.44961374880654]",0.2115544486319207,0.06517309561375666
16,1388,25922,10,"[1942.7754031324744, 3059.021487539542, 270.7896767224751]",0.09842395547937086,0.19261649058666017
17,1401,4815,2,"[2044.9615784008306, 2815.7069574247143, 213.08078920041538]",-0.19931100623923081,0.08249547364061728
