,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1039,154662,57,"[1454.598071924584, 1631.9220299750423, 37.3720823473122]",0.1606734029920099,0.04211685242144807
1,1117,12292,5,"[1506.7997071265863, 1731.2208753660918, 5.326553856166613]",0.2273227595223557,-0.018295916291120744
2,1135,91436,34,"[1566.4610766000262, 1789.6760028872654, 28.69995406623212]",0.06437696664125202,0.3377765128539316
3,1153,141020,52,"[1618.046284215005, 1482.0294071762871, 42.51559353283222]",0.05372344482868306,0.10732416827856693
4,1216,41265,16,"[1695.9038410275052, 1591.214734036108, 11.446189264509876]",-0.03551311993547947,0.08200010462258663
5,1221,53022,20,"[1883.7111953528724, 1425.734883633209, 35.77379201086342]",-0.2724799674596084,0.3403916599878216
6,1238,45311,17,"[1734.5270022731788, 1603.2342477544084, 40.40482443556752]",-0.14770609887502756,0.16493995300537226
7,1244,3877,2,"[1744.3469177198865, 1693.758834150116, 1.3683260252772762]",0.003384482339674181,-1e-10
8,1347,14910,6,"[1874.967270288397, 1459.1625754527163, 6.547686116700201]",-0.004834384764955818,0.05083575061186262
9,1358,11991,5,"[1971.96238845801, 1995.9221916437327, 65.25644233174881]",0.047915798848970015,-0.03738515708596522
10,1394,12299,5,"[1948.6222457110334, 2085.0471583055532, 40.2344906089926]",-0.3758664259193263,0.32250280683838645
11,1472,20204,8,"[2079.474806968917, 1914.8481983765591, 24.070332607404474]",0.05012949067392392,-0.18592522035831996
