,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1821,84358,31,"[2863.3023305436354, 2503.2130206975035, 168.7761089641765]",0.09291039540874113,0.1456221458191896
1,1842,6907,3,"[2807.4077023309687, 2165.4889242797162, 152.57188359635154]",-0.003599693987676833,-0.6424363011854053
2,1872,76811,28,"[2982.2197341526603, 2335.562328312351, 162.09278618947806]",-0.005386704066629903,0.17101823321799303
3,1894,6829,3,"[2821.701713281593, 2530.1044076731587, 206.07936740371943]",0.26121045412761346,0.030374203540381665
4,1896,2965,2,"[2820.7261382799325, 2251.58347386172, 141.60910623946037]",-0.06366535496089905,-1e-10
5,1908,26095,10,"[2844.759302548381, 2171.2483234336078, 197.00114964552597]",0.23522054603443943,0.04023970117327175
6,1929,15551,6,"[2862.538036139155, 2345.880329239277, 185.43701369686838]",0.15727349104974855,0.22560979915238907
7,1969,15225,6,"[2951.070935960591, 2188.9496223316914, 173.57333333333332]",0.029179709371419737,0.15048535679159536
8,1972,28491,11,"[2969.1331999578815, 2362.1632796321646, 202.40047734372257]",0.018410225530910054,-1e-10
9,1998,29773,11,"[3054.7896080341247, 2145.4853390655962, 152.66244584019077]",0.4127176521331388,0.20518620898798418
10,2047,9816,4,"[3067.5334148329257, 2117.94641401793, 201.60116136919316]",0.13428844761223033,0.13217575078358004
11,2059,34300,13,"[3111.9662682215744, 2213.488367346939, 196.643527696793]",-0.06326248811740745,0.16536768468002644
12,2183,3672,2,"[3213.9850217864923, 2146.1391612200437, 144.91721132897604]",-1.9588040891492573,1e-10
