,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1390,21920,8,"[2125.879835766423, 1047.4067974452555, 78.81213503649636]",0.19487553372994057,-0.23540166231369303
1,1500,194766,71,"[2198.334853105778, 790.4408880400069, 99.0571506320405]",0.11885634927649974,-0.17337159142670902
2,1522,15293,6,"[2195.457791146276, 1075.812070882103, 132.06787419080626]",0.19801036175320139,-0.08663153213534681
3,1528,41177,16,"[2196.2461325497243, 1042.399203438813, 112.9337494232217]",0.0893126108180188,-0.20031333708303165
4,1609,6372,3,"[2352.688480853735, 1301.0927495291903, 137.68801004394226]",0.10399773477271329,1e-10
5,1636,2755,2,"[2386.9125226860256, 998.8969147005445, 137.99600725952814]",0.25979807826832646,0.013556752966994502
6,1637,21901,8,"[2363.7515181955164, 1331.3252362905805, 123.73763755079676]",0.10110752808493984,0.03089295073285809
7,1640,38954,15,"[2383.840093443549, 956.0314216768496, 119.50035939826462]",0.23346559539219802,-0.17361532243184746
8,1643,29498,11,"[2377.714082310665, 1374.7327954437587, 101.77608651433995]",-0.19196595572926292,0.13218856960779532
9,1649,79630,30,"[2481.7324375235467, 789.2873414542258, 83.64975511741805]",0.03019747875094004,-0.06768055780336162
10,1714,3095,2,"[2533.1599353796446, 860.465266558966, 136.26882067851375]",0.2781100040020809,-0.0665462209133626
11,1720,42874,16,"[2533.4183421187668, 800.6756542426646, 119.93345617390493]",0.24026720614788447,-0.22786335726914206
12,1725,10182,4,"[2581.582694951876, 1237.3052445492044, 137.76812021213908]",0.25485102379121627,1e-10
13,1729,97002,36,"[2569.2773551060804, 1234.9736809550318, 102.52604070019174]",0.08801436484479663,-0.3039130091710316
14,1761,23684,9,"[2734.8371474413107, 735.7391487924338, 77.07017395710184]",0.00048635364524926816,0.043951412162439495
15,1787,2829,2,"[2592.705903145988, 1388.3616118769883, 100.63803464121598]",-0.3396113871032201,0.336889227871378
16,1791,41768,16,"[2612.6238747366406, 1332.6299080635895, 124.2147337674775]",0.2983543562839283,0.08093744271554304
17,1831,24441,9,"[2740.8171105928564, 747.0010637862608, 119.21480299496747]",0.16853704994040652,-0.1878523008818579
18,1847,80662,30,"[2748.3766209615433, 1082.9348640003968, 110.03711784979296]",0.16066189809283818,-0.26210569943036943
19,1898,10366,4,"[2788.5491993054216, 1282.91356357322, 89.98109203164191]",0.06350150978898048,-0.06043698085662272
