,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1844,11289,5,"[2809.041013375853, 2148.5285676322083, 20.4732040038976]",0.38644434579835274,-0.116915415266992
1,1903,20720,8,"[2837.7357625482628, 2553.6138996139, 7.843677606177606]",0.22173893998363572,0.18089995807836176
2,1944,6589,3,"[2883.0907573228105, 2744.6345424191836, 37.11200485657915]",0.33743467944593086,0.05384160956772523
3,1996,13423,5,"[3018.2674513894062, 2382.70662296059, 6.5379572375772925]",0.3105381741788038,0.1890628550128202
4,2037,52808,20,"[3060.457222390547, 2747.2819269807605, 14.243296470231783]",0.32582573827944444,0.188476599475381
5,2060,4644,2,"[3061.801894918174, 2621.7232988802757, 55.08936261843239]",0.41303657866526033,-0.04210641119498206
6,2207,6569,3,"[3304.448165626427, 2109.9902572689907, 13.511493377987517]",-0.3746433057760698,0.2886124871799078
7,2223,42777,16,"[3301.498258409893, 2724.5878860135117, 7.137784323351334]",0.27763849394897633,0.035507113258983286
8,2230,7852,3,"[3266.3159704533878, 2540.636398369842, 49.317498726439126]",0.3571308493361141,0.042503831688728684
9,2308,38023,14,"[3465.265339399837, 2553.2726507640114, 8.841122478499855]",0.24012752291090653,-1e-10
10,2323,19138,7,"[3480.162294910649, 2174.9475911798518, 7.913157069704253]",0.37569516532962877,-0.06423016817515616
11,2336,7666,3,"[3482.1110096530133, 2458.6839290373077, 51.55948343334203]",0.11117392437092102,0.0202044108161554
