n,a,e
1.0,0.0,0.0
2.0,0.0,0.0
3.0,0.0850884082567746,0.3432438488300327
4.0,0.0,0.0
5.0,0.0,0.0
6.0,0.0,0.0
7.0,0.0,0.0
8.0,0.0,0.0
9.0,0.0,0.0
10.0,0.0,0.0
11.0,0.0,0.0
12.0,0.0,0.0
13.0,0.0,0.0
14.0,0.0,0.0
15.0,0.0,0.0
16.0,0.0,0.0
17.0,0.0,0.0
18.0,-0.0245345961351056,0.0208550141083778
19.0,0.0,0.0
20.0,0.0,0.0
21.0,0.0,0.0
22.0,0.0,0.0
23.0,0.0,0.0
24.0,-0.0245345961351056,0.0208550141083778
25.0,0.2398676836313523,0.1590174461957885
26.0,0.2398676836313523,0.1590174461957885
27.0,0.0,0.0
28.0,0.2398676836313523,0.1590174461957885
29.0,0.0850884082567746,0.3432438488300327
30.0,0.0,0.0
31.0,0.0,0.0
32.0,0.0,0.0
33.0,0.0,0.0
34.0,0.0,0.0
35.0,0.0,0.0
36.0,0.0,0.0
37.0,0.0,0.0
38.0,0.0,0.0
39.0,0.0,0.0
40.0,0.0,0.0
41.0,0.0,0.0
42.0,0.0,0.0
43.0,0.0,0.0
44.0,0.0,0.0
45.0,0.0,0.0
46.0,0.0,0.0
47.0,0.0,0.0
48.0,0.0,0.0
49.0,0.1352790945595361,-0.0386611871019489
50.0,0.1352790945595361,-0.0386611871019489
51.0,0.0,0.0
52.0,0.0,0.0
53.0,0.0,0.0
54.0,0.0,0.0
55.0,0.1352790945595361,-0.0386611871019489
56.0,0.1352790945595361,-0.0386611871019489
57.0,0.1470895219827891,0.0148975980407916
58.0,0.1468209019668751,-0.0126461035014635
59.0,0.1470895219827891,0.0148975980407916
60.0,0.1470895219827891,0.0148975980407916
61.0,0.1468209019668751,-0.0126461035014635
62.0,0.0,0.0
63.0,0.0,0.0
64.0,0.0,0.0
65.0,0.0,0.0
66.0,0.0,0.0
67.0,0.0,0.0
68.0,0.0,0.0
69.0,0.0,0.0
70.0,0.0,0.0
71.0,0.0,0.0
72.0,0.1470895219827891,0.0148975980407916
73.0,0.0,0.0
74.0,0.0,0.0
75.0,0.0,0.0
76.0,0.0,0.0
77.0,0.0,0.0
78.0,0.0,0.0
79.0,0.0,0.0
80.0,0.0,0.0
81.0,0.0,0.0
82.0,0.0,0.0
83.0,0.0,0.0
84.0,0.1082029080028179,-0.0421096573735091
85.0,0.1082029080028179,-0.0421096573735091
86.0,0.0,0.0
87.0,0.0,0.0
88.0,0.0,0.0
89.0,0.1082029080028179,-0.0421096573735091
90.0,0.1082029080028179,-0.0421096573735091
91.0,0.0,0.0
92.0,0.0,0.0
93.0,0.0,0.0
94.0,0.0,0.0
95.0,-0.1208627966850587,0.2248517054307254
96.0,-0.0263349544966639,-0.0178296910623252
97.0,-0.0263349544966639,-0.0178296910623252
98.0,0.0565801801969872,0.2786653459543377
99.0,0.1470895219827891,0.0148975980407916
100.0,0.0,0.0
101.0,-0.1208627966850587,0.2248517054307254
102.0,-0.0263349544966639,-0.0178296910623252
103.0,0.0565801801969872,0.2786653459543377
104.0,0.0565801801969872,0.2786653459543377
105.0,0.0,0.0
106.0,0.0850884082567746,0.3432438488300327
107.0,0.0811829422121603,-0.0820859501244954
108.0,0.0,0.0
109.0,0.0,0.0
110.0,0.1352790945595361,-0.0386611871019489
111.0,0.0850884082567746,0.3432438488300327
112.0,0.0811829422121603,-0.0820859501244954
113.0,0.0811829422121603,-0.0820859501244954
114.0,0.0,0.0
115.0,0.0,0.0
116.0,0.0,0.0
117.0,0.0,0.0
118.0,-0.0245345961351056,0.0208550141083778
119.0,0.0,0.0
120.0,0.0,0.0
121.0,0.0,0.0
122.0,0.0,0.0
123.0,0.0,0.0
124.0,-0.0245345961351056,0.0208550141083778
125.0,-0.0245345961351056,0.0208550141083778
126.0,0.0,0.0
127.0,0.2398676836313523,0.1590174461957885
128.0,0.2405460808918182,0.1431229954386939
129.0,0.0,0.0
130.0,-0.0245345961351056,0.0208550141083778
131.0,0.0,0.0
132.0,0.0,0.0
133.0,0.0,0.0
134.0,0.0,0.0
135.0,0.0,0.0
136.0,0.2405460808918182,0.1431229954386939
137.0,-0.0245345961351056,0.0208550141083778
138.0,-0.0245345961351056,0.0208550141083778
139.0,-0.0245345961351056,0.0208550141083778
140.0,0.0,0.0
141.0,0.2398676836313523,0.1590174461957885
142.0,0.0,0.0
143.0,0.0,0.0
144.0,0.0,0.0
145.0,0.2405460808918182,0.1431229954386939
146.0,0.0,0.0
147.0,0.0,0.0
148.0,0.0,0.0
149.0,0.0,0.0
150.0,0.0,0.0
151.0,0.0,0.0
152.0,0.0,0.0
153.0,0.0,0.0
154.0,0.0,0.0
155.0,0.0,0.0
156.0,-0.0245345961351056,0.0208550141083778
157.0,-0.0245345961351056,0.0208550141083778
158.0,0.0,0.0
159.0,-0.0245345961351056,0.0208550141083778
160.0,0.2398676836313523,0.1590174461957885
161.0,-0.0245345961351056,0.0208550141083778
162.0,0.2398676836313523,0.1590174461957885
163.0,-0.0245345961351056,0.0208550141083778
164.0,0.0,0.0
165.0,0.0,0.0
166.0,0.0,0.0
167.0,0.0,0.0
168.0,0.0,0.0
169.0,0.0,0.0
170.0,0.0,0.0
171.0,0.0,0.0
172.0,0.0,0.0
173.0,0.0,0.0
174.0,0.0,0.0
175.0,0.0,0.0
176.0,-0.0245345961351056,0.0208550141083778
177.0,0.0,0.0
178.0,0.0,0.0
179.0,0.0,0.0
180.0,-0.0245345961351056,0.0208550141083778
181.0,-0.0245345961351056,0.0208550141083778
182.0,-0.0245345961351056,0.0208550141083778
183.0,0.0,0.0
184.0,0.0,0.0
185.0,0.0,0.0
186.0,0.0,0.0
187.0,0.0,0.0
188.0,-0.3208833183214987,-0.1446964520571559
189.0,0.1096927333884773,-0.0326840940411538
190.0,0.0,0.0
191.0,0.0,0.0
192.0,0.0,0.0
193.0,0.0,0.0
194.0,0.0,0.0
195.0,0.1096927333884773,-0.0326840940411538
196.0,0.0,0.0
197.0,0.0,0.0
198.0,0.1470895219827891,0.0148975980407916
199.0,0.0,0.0
200.0,0.0819186563928509,-0.040410950436624
201.0,0.1352790945595361,-0.0386611871019489
202.0,0.0819186563928509,-0.040410950436624
203.0,0.0,0.0
204.0,0.0251327334044212,-0.2419050785912986
205.0,0.0,0.0
206.0,0.0,0.0
207.0,0.0,0.0
208.0,0.1352790945595361,-0.0386611871019489
209.0,0.1352790945595361,-0.0386611871019489
210.0,0.1096927333884773,-0.0326840940411538
211.0,0.1470895219827891,0.0148975980407916
212.0,0.1470895219827891,0.0148975980407916
213.0,0.1470895219827891,0.0148975980407916
214.0,0.0,0.0
215.0,0.0819186563928509,-0.040410950436624
216.0,0.0,0.0
217.0,0.0819186563928509,-0.040410950436624
218.0,0.0251327334044212,-0.2419050785912986
219.0,-0.0719709631425981,-0.0295053241899653
220.0,0.0251327334044212,-0.2419050785912986
221.0,-0.0719709631425981,-0.0295053241899653
222.0,0.0,0.0
223.0,0.0,0.0
224.0,0.0,0.0
225.0,0.0,0.0
226.0,0.0,0.0
227.0,0.1352790945595361,-0.0386611871019489
228.0,0.1352790945595361,-0.0386611871019489
229.0,0.0,0.0
230.0,0.1352790945595361,-0.0386611871019489
231.0,0.1470895219827891,0.0148975980407916
232.0,0.1470895219827891,0.0148975980407916
233.0,0.1470895219827891,0.0148975980407916
234.0,0.1096927333884773,-0.0326840940411538
235.0,0.0,0.0
236.0,0.0,0.0
237.0,0.0,0.0
238.0,0.0,0.0
239.0,0.0,0.0
240.0,0.0,0.0
241.0,0.0,0.0
242.0,0.0,0.0
243.0,0.0,0.0
244.0,0.0,0.0
245.0,0.0,0.0
246.0,0.0,0.0
247.0,0.1470895219827891,0.0148975980407916
248.0,0.0,0.0
249.0,-0.3208833183214987,-0.1446964520571559
250.0,0.0,0.0
251.0,0.1096927333884773,-0.0326840940411538
252.0,0.0,0.0
253.0,0.1096927333884773,-0.0326840940411538
254.0,0.0,0.0
255.0,0.0,0.0
256.0,0.0,0.0
257.0,0.0,0.0
258.0,0.0,0.0
259.0,0.0,0.0
260.0,0.0,0.0
261.0,0.0,0.0
262.0,0.0,0.0
263.0,0.0,0.0
264.0,0.0,0.0
265.0,0.0,0.0
266.0,0.0,0.0
267.0,0.0,0.0
268.0,0.0,0.0
269.0,0.0,0.0
270.0,0.0,0.0
271.0,0.0,0.0
272.0,0.0,0.0
273.0,0.0,0.0
274.0,0.0,0.0
275.0,0.1082029080028179,-0.0421096573735091
276.0,0.0,0.0
277.0,0.0,0.0
278.0,0.0,0.0
279.0,0.0,0.0
280.0,0.0,0.0
281.0,0.0,0.0
282.0,0.0,0.0
283.0,0.0,0.0
284.0,0.0,0.0
285.0,0.0,0.0
286.0,0.0,0.0
287.0,0.0,0.0
288.0,0.0,0.0
289.0,0.0,0.0
290.0,0.0,0.0
291.0,0.0,0.0
292.0,0.0,0.0
293.0,0.0,0.0
294.0,0.0,0.0
295.0,0.0,0.0
296.0,0.0,0.0
297.0,0.0,0.0
298.0,0.0,0.0
299.0,0.0,0.0
300.0,0.0,0.0
301.0,0.0,0.0
302.0,0.0,0.0
303.0,0.0,0.0
304.0,0.0,0.0
305.0,0.0,0.0
306.0,0.1082029080028179,-0.0421096573735091
307.0,0.1082029080028179,-0.0421096573735091
308.0,0.0,0.0
309.0,0.0,0.0
310.0,0.0,0.0
311.0,0.0,0.0
312.0,0.0,0.0
313.0,0.0,0.0
314.0,0.0,0.0
315.0,0.0,0.0
316.0,0.0,0.0
317.0,0.0,0.0
318.0,0.0,0.0
319.0,0.0,0.0
320.0,0.0,0.0
321.0,0.0,0.0
322.0,0.0,0.0
323.0,0.0,0.0
324.0,0.0,0.0
325.0,0.0,0.0
326.0,0.0,0.0
327.0,0.0,0.0
328.0,0.0,0.0
329.0,0.0,0.0
330.0,0.1470895219827891,0.0148975980407916
331.0,0.0709476995664808,-0.0463624755857063
332.0,-0.0263349544966639,-0.0178296910623252
333.0,-0.0263349544966639,-0.0178296910623252
334.0,-0.0263349544966639,-0.0178296910623252
335.0,0.0565801801969872,0.2786653459543377
336.0,-0.1208627966850587,0.2248517054307254
337.0,0.2014284828972576,0.005120324664972
338.0,0.0565801801969872,0.2786653459543377
339.0,0.0811829422121603,-0.0820859501244954
340.0,0.1470895219827891,0.0148975980407916
341.0,-0.1208627966850587,0.2248517054307254
342.0,0.2398676836313523,0.1590174461957885
343.0,0.1468209019668751,-0.0126461035014635
344.0,0.0850884082567746,0.3432438488300327
345.0,0.2398676836313523,0.1590174461957885
346.0,0.0850884082567746,0.3432438488300327
347.0,0.2398676836313523,0.1590174461957885
348.0,0.0,0.0
349.0,-0.1208627966850587,0.2248517054307254
350.0,0.1468209019668751,-0.0126461035014635
351.0,0.1352790945595361,-0.0386611871019489
352.0,0.1352790945595361,-0.0386611871019489
353.0,0.1470895219827891,0.0148975980407916
354.0,0.1470895219827891,0.0148975980407916
355.0,0.1470895219827891,0.0148975980407916
356.0,0.2398676836313523,0.1590174461957885
357.0,0.2398676836313523,0.1590174461957885
358.0,-0.1208627966850587,0.2248517054307254
359.0,0.2398676836313523,0.1590174461957885
360.0,0.1470895219827891,0.0148975980407916
361.0,0.1470895219827891,0.0148975980407916
362.0,0.1470895219827891,0.0148975980407916
363.0,0.1468209019668751,-0.0126461035014635
364.0,-0.1208627966850587,0.2248517054307254
365.0,-0.1208627966850587,0.2248517054307254
366.0,-0.1208627966850587,0.2248517054307254
367.0,-0.0263349544966639,-0.0178296910623252
368.0,-0.0263349544966639,-0.0178296910623252
369.0,0.0709476995664808,-0.0463624755857063
370.0,-0.0263349544966639,-0.0178296910623252
371.0,0.0565801801969872,0.2786653459543377
372.0,-0.0263349544966639,-0.0178296910623252
373.0,0.0565801801969872,0.2786653459543377
374.0,0.0565801801969872,0.2786653459543377
375.0,0.0565801801969872,0.2786653459543377
376.0,0.1470895219827891,0.0148975980407916
377.0,0.0811829422121603,-0.0820859501244954
378.0,0.0811829422121603,-0.0820859501244954
379.0,0.0811829422121603,-0.0820859501244954
380.0,-0.0263349544966639,-0.0178296910623252
381.0,0.0811829422121603,-0.0820859501244954
382.0,0.0811829422121603,-0.0820859501244954
383.0,-0.0263349544966639,-0.0178296910623252
384.0,-0.0263349544966639,-0.0178296910623252
385.0,-0.0263349544966639,-0.0178296910623252
386.0,0.2014284828972576,0.005120324664972
387.0,0.0,0.0
388.0,0.2014284828972576,0.005120324664972
389.0,0.2014284828972576,0.005120324664972
390.0,0.0565801801969872,0.2786653459543377
391.0,0.0565801801969872,0.2786653459543377
392.0,0.2014284828972576,0.005120324664972
393.0,0.1409965749865979,-0.0693123113695669
394.0,0.0709476995664808,-0.0463624755857063
395.0,0.0709476995664808,-0.0463624755857063
396.0,0.0,0.0
397.0,0.0,0.0
398.0,0.0565801801969872,0.2786653459543377
399.0,0.0709476995664808,-0.0463624755857063
400.0,0.0565801801969872,0.2786653459543377
401.0,0.0,0.0
402.0,0.0,0.0
403.0,0.0,0.0
404.0,-0.0263349544966639,-0.0178296910623252
405.0,0.0396843491770648,0.5888937019752454
406.0,0.0,0.0
407.0,0.0,0.0
408.0,0.0,0.0
409.0,0.0,0.0
410.0,0.0,0.0
411.0,0.0,0.0
412.0,0.0,0.0
413.0,0.0,0.0
414.0,0.0,0.0
415.0,0.0,0.0
416.0,0.0,0.0
417.0,0.0,0.0
418.0,0.0,0.0
419.0,0.0,0.0
420.0,0.0396843491770648,0.5888937019752454
421.0,0.0,0.0
422.0,0.0,0.0
423.0,0.0,0.0
424.0,-0.1208627966850587,0.2248517054307254
425.0,0.0,0.0
426.0,0.0,0.0
427.0,0.0,0.0
428.0,0.0,0.0
429.0,0.0,0.0
430.0,0.0,0.0
431.0,0.0,0.0
432.0,0.0,0.0
433.0,0.0,0.0
434.0,-0.1208627966850587,0.2248517054307254
435.0,0.0,0.0
436.0,0.0,0.0
437.0,0.0,0.0
438.0,0.0,0.0
439.0,0.0,0.0
440.0,-0.1208627966850587,0.2248517054307254
441.0,0.0,0.0
442.0,0.0,0.0
443.0,0.0,0.0
444.0,0.0,0.0
445.0,0.1470895219827891,0.0148975980407916
446.0,0.1470895219827891,0.0148975980407916
447.0,0.0,0.0
448.0,0.0,0.0
449.0,0.0,0.0
450.0,0.0,0.0
451.0,0.0,0.0
452.0,0.0,0.0
453.0,0.0,0.0
454.0,0.0,0.0
455.0,0.0,0.0
456.0,0.0,0.0
457.0,0.0,0.0
458.0,0.0,0.0
459.0,0.0,0.0
460.0,0.0,0.0
