,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,525,18730,7,"[719.1632674853176, 562.7859583555793, 110.18579818473037]",0.05334364553114939,0.3819837092309244
1,534,3661,2,"[710.576072111445, 254.51133570062825, 104.42037694618956]",-0.3162690348854965,-0.16499021386103951
2,536,4176,2,"[708.991858237548, 370.82327586206895, 73.7169540229885]",0.3795971125051553,-0.02406111759696762
3,558,66920,25,"[760.4557979677227, 44.98716377764495, 95.1401972504483]",-0.12616097322327788,0.2691397901554272
4,598,8109,3,"[735.2312245652978, 575.5343445554322, 132.13454186706127]",-0.12481926218118441,0.14640108419401904
5,617,28591,11,"[787.3150292049945, 660.4136966178168, 128.36161729215488]",-0.021588994104909786,0.04470584412910023
6,618,48643,18,"[822.1178381267603, 360.11586456427443, 120.23779372160433]",-0.16697042957491912,0.06214576969996169
7,638,43017,16,"[810.1214171141642, 665.250854313411, 87.71185810261059]",-0.033301813242993854,0.27382509881464506
8,650,6406,3,"[809.8364033718389, 120.63612238526382, 90.2892600686856]",-0.08193442990169535,0.03938750152846426
9,657,17933,7,"[836.0925667763341, 201.10684213461218, 76.71588691239614]",0.08751179236144564,0.012371805821690132
10,697,19153,7,"[895.4209262256566, 339.178301049444, 76.451208687934]",0.12813645705729773,-0.056037318449684535
11,701,38787,15,"[930.4741279294609, 169.2308505427076, 130.07195709902803]",-0.1440902221058688,0.05411813452185648
12,715,18057,7,"[933.3441878495875, 482.0170570969707, 134.96267375533034]",-0.16062822463259538,0.06834996514219643
13,738,49171,18,"[952.0258282320881, 492.0077484696264, 95.09135466026723]",-0.049444923821545333,0.09724955591050695
14,753,22542,9,"[956.4429065743944, 22.895483985449385, 83.11037175051015]",-0.019089767969718636,-0.03164799558764794
15,774,26062,10,"[1039.2194766326452, 671.332821732791, 82.45998004757885]",-0.17714618984181718,0.07224598572183218
16,776,32196,12,"[1016.174089949062, 158.05252205242888, 82.13790532985465]",0.09393252545477718,0.09530419969063891
17,814,49073,18,"[1065.8038228761234, 299.44050699977583, 104.53630305870846]",-0.05097702672328908,0.09607689804086507
18,825,9494,4,"[1099.331577838635, 19.61523067200337, 134.5195913208342]",-0.19276848347648115,0.013833508278842036
19,835,6076,3,"[1076.638413429888, 303.54410796576695, 72.51201448321264]",0.22908784905766416,1e-10
20,839,6412,3,"[1053.7244229569558, 691.8047411104179, 116.71600124766064]",-0.311385258770671,0.6170689946062359
21,854,3381,2,"[1073.8796214137828, 654.5865128660159, 136.4069801833777]",-0.17772133633476916,0.13601833667163546
22,858,177011,65,"[1246.8352983712875, 564.6184869866844, 95.41419459807582]",-0.04036658668932487,0.05371705376313208
23,875,8625,4,"[1166.9552463768116, 10.568927536231884, 91.41217391304347]",-0.2909166742560043,-0.03302237765078831
24,903,40225,15,"[1203.5181354878807, 122.65710379117465, 117.77011808576756]",-0.12378759912954418,0.04905504291155338
25,919,18685,7,"[1194.4793684773883, 101.64682900722505, 76.37200963339578]",0.23868595233723783,1e-10
26,921,9324,4,"[1190.0658515658515, 121.11958386958386, 98.64682539682539]",0.08005598221853816,-0.08413384114600507
27,938,124745,46,"[1306.1259930257725, 312.7390997635176, 101.01379614413403]",0.029774815241031028,-0.004642600100530879
28,967,25811,10,"[1296.4999418852426, 661.1293247065205, 124.74975785517802]",-0.1395577693417863,-0.037775804814932014
29,1021,27781,11,"[1375.224217990713, 57.69338756704222, 85.22839350635326]",0.08841041178574231,-0.20769716804774047
30,1053,3543,2,"[1393.9407281964436, 452.24329664126446, 125.50578605701384]",0.5815382469960091,-0.2804849115172898
