Node,Azi_[RAD],Ele_[RAD]
"[108.3694449404511, 120.9366876077089, 55]",-0.0841818183187194,0.0825184189874802
"[138.77503653147232, 304.0773439350247, 101]",-0.0841818183187194,0.0825184189874802
"[128.16843481367414, 200.1326471006023, 80]",-0.0841818183187194,0.0825184189874802
"[133.1181822819799, 142.85699782449183, 84]",-0.0841818183187194,0.0825184189874802
"[125.34000768892793, 238.31641328467583, 79]",-0.0841818183187194,0.0825184189874802
"[115.44051275231641, 205.7895013500946, 72]",-0.0841818183187194,0.0825184189874802
"[105.54101781570444, 184.57629791449813, 61]",-0.0841818183187194,0.0825184189874802
"[114.02629918994307, 211.44635559958692, 76]",-0.0841818183187194,0.0825184189874802
"[128.16843481367414, 214.27478272433314, 69]",-0.0841818183187194,0.0825184189874802
"[122.51158056418171, 207.20371491246772, 77]",-0.0841818183187194,0.0825184189874802
"[121.09736700180883, 258.1154031578991, 88]",-0.0841818183187194,0.0825184189874802
"[128.8755415948608, 141.44278426211872, 88]",-0.0841818183187194,0.0825184189874802
"[117.56183309587595, 189.526045382804, 60]",-0.0841818183187194,0.0825184189874802
"[109.07655172163732, 206.49660813128116, 66]",-0.0841818183187194,0.0825184189874802
"[130.28975515723369, 189.526045382804, 77]",-0.0841818183187194,0.0825184189874802
"[126.75422125130126, 255.28697603315288, 83]",-0.0841818183187194,0.0825184189874802
"[133.82528906316657, 241.14484040942193, 95]",-0.0841818183187194,0.0825184189874802
"[120.39026022062217, 161.2417741353421, 81]",-0.0841818183187194,0.0825184189874802
"[119.6831534394355, 88.40977567312768, 87]",-0.0841818183187194,0.0825184189874802
"[123.21868734536838, 156.9991334482229, 84]",-0.0841818183187194,0.0825184189874802
"[128.16843481367414, 283.5712472806148, 97]",-0.0841818183187194,0.0825184189874802
"[104.12680425333156, 167.60573516602096, 58]",-0.0841818183187194,0.0825184189874802
"[136.65371618791278, 279.3286065934956, 107]",-0.0841818183187194,0.0825184189874802
"[130.99686193842035, 255.286976033153, 97]",-0.0841818183187194,0.0825184189874802
"[104.12680425333156, 137.90725035618607, 58]",-0.0841818183187194,0.0825184189874802
"[147.96742468689763, 273.67175234400315, 105]",-0.0841818183187194,0.0825184189874802
"[123.21868734536838, 87.70266889194113, 79]",-0.0841818183187194,0.0825184189874802
"[128.16843481367414, 251.04433534603368, 88]",-0.0841818183187194,0.0825184189874802
"[126.75422125130126, 139.32146391855917, 89]",-0.0841818183187194,0.0825184189874802
"[135.9466094067261, 131.5432893255071, 96]",-0.0841818183187194,0.0825184189874802
"[128.8755415948608, 192.3544725075502, 96]",-0.0841818183187194,0.0825184189874802
"[135.9466094067261, 185.28340469568468, 95]",-0.0841818183187194,0.0825184189874802
"[135.9466094067261, 260.23672350145875, 100]",-0.0841818183187194,0.0825184189874802
"[140.89635687503232, 296.29916934197263, 103]",-0.0841818183187194,0.0825184189874802
"[199.58621971351567, 181.04076400856547, 10]",0.0799195418929691,0.1776370570027098
"[189.6867247769037, 203.66818100653495, 18]",0.0799195418929691,0.1776370570027098
"[210.89992821250007, 224.88138444213132, 22]",0.0799195418929691,0.1776370570027098
"[193.22225868283658, 188.81893860161745, 16]",0.0799195418929691,0.1776370570027098
"[367.1705268547271, 239.73062684704882, 78]",-0.1143105546027925,0.0534450590067544
"[367.1705268547271, 272.25753878163005, 90]",-0.1143105546027925,0.0534450590067544
"[360.0994590428618, 211.44635559958692, 76]",-0.1143105546027925,0.0534450590067544
"[377.07002179133906, 174.6768029778865, 100]",-0.1143105546027925,0.0534450590067544
"[368.5847404171004, 136.49303679381296, 88]",-0.1143105546027925,0.0534450590067544
"[360.80656582404845, 82.04581464244882, 81]",-0.1143105546027925,0.0534450590067544
"[363.63499294879466, 193.76868606992332, 89]",-0.1143105546027925,0.0534450590067544
"[357.97813869930224, 206.49660813128116, 77]",-0.1143105546027925,0.0534450590067544
"[372.8273811042195, 246.80169465891436, 90]",-0.1143105546027925,0.0534450590067544
"[368.5847404171004, 259.5296167202723, 95]",-0.1143105546027925,0.0534450590067544
"[369.2918471982871, 258.82250993908565, 93]",-0.1143105546027925,0.0534450590067544
"[373.5344878854062, 117.40115370177614, 94]",-0.1143105546027925,0.0534450590067544
"[366.4634200735409, 219.224530192639, 93]",-0.1143105546027925,0.0534450590067544
"[360.0994590428618, 180.33365722737892, 78]",-0.1143105546027925,0.0534450590067544
"[372.8273811042195, 300.54181002909195, 99]",-0.1143105546027925,0.0534450590067544
"[368.5847404171004, 224.17427766094488, 78]",-0.1143105546027925,0.0534450590067544
"[367.87763363591375, 236.19509294111617, 82]",-0.1143105546027925,0.0534450590067544
"[361.5136726052351, 200.13264710060218, 84]",-0.1143105546027925,0.0534450590067544
"[365.7563132923542, 207.20371491246772, 75]",-0.1143105546027925,0.0534450590067544
"[376.3629150101524, 213.56767594314658, 100]",-0.1143105546027925,0.0534450590067544
"[367.1705268547271, 106.79455198397795, 94]",-0.1143105546027925,0.0534450590067544
"[348.0786437626907, 58.00418408210612, 78]",-0.1143105546027925,0.0534450590067544
"[374.24159466659285, 193.06157928873677, 99]",-0.1143105546027925,0.0534450590067544
"[383.4339828220177, 268.7220048756974, 100]",-0.1143105546027925,0.0534450590067544
"[365.04920651116754, 202.25396744416184, 76]",-0.1143105546027925,0.0534450590067544
"[369.9989539794733, 224.17427766094488, 84]",-0.1143105546027925,0.0534450590067544
"[362.927886167608, 191.64736572636366, 82]",-0.1143105546027925,0.0534450590067544
"[366.4634200735409, 117.40115370177614, 86]",-0.1143105546027925,0.0534450590067544
"[201.00043327588855, 339.43268299435204, 25]",-0.0864534060669596,-0.0005761299122138
"[187.56540443334416, 473.0758646386096, 37]",-0.0864534060669596,-0.0005761299122138
"[189.6867247769037, 360.6458864299485, 54]",-0.0864534060669596,-0.0005761299122138
"[195.34357902639613, 322.46212024587487, 36]",-0.0864534060669596,-0.0005761299122138
"[193.22225868283658, 321.7550134646883, 40]",-0.0864534060669596,-0.0005761299122138
"[185.4440840897846, 472.36875785742313, 69]",-0.0864534060669596,-0.0005761299122138
"[186.8582976521575, 486.51089348115397, 68]",-0.0864534060669596,-0.0005761299122138
"[193.92936546402325, 482.26825279403465, 35]",-0.0864534060669596,-0.0005761299122138
"[185.4440840897846, 511.96673760386966, 53]",-0.0864534060669596,-0.0005761299122138
"[181.90855018385173, 440.54895270402835, 60]",-0.0864534060669596,-0.0005761299122138
"[195.34357902639613, 354.9890321804561, 45]",-0.0864534060669596,-0.0005761299122138
"[195.34357902639613, 360.6458864299485, 41]",-0.0864534060669596,-0.0005761299122138
"[178.37301627791885, 503.48145622963125, 71]",-0.0864534060669596,-0.0005761299122138
