ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
856,92459,34,"[3025.2253208104785, 1299.1688091384212, 266.549768005278]",-0.050630774908742,-0.1263558096120797
882,30998,12,"[2915.9712732558414, 1356.5176133187638, 209.11341279534741]",-0.0594100324160727,-0.0277822751451718
956,251298,94,"[2820.6180476983036, 1758.1529325321949, 216.43411317562087]",0.0232989421542346,-0.0295407733518503
963,33356,13,"[3118.427904554721, 1330.7915117221721, 220.6086161410241]",-0.158599866168372,0.0150961749083315
968,82343,31,"[3261.4644371923005, 1314.220332362881, 265.10207036153633]",-0.0425570762600736,-0.2675495074570265
985,18466,7,"[2907.867883805374, 1573.726072443265, 244.99046896999891]",-0.1363369263268808,0.029633314274087
987,17324,7,"[2976.0015743230397, 1510.7491911967672, 269.4222459177338]",-0.1184336833167776,0.0282352039491807
1013,8098,3,"[2942.265315185556, 1587.476390022788, 259.25561867127686]",-0.1070540274190721,0.1402386060978919
1029,84102,35,"[3069.482678401211, 1573.180852740282, 208.50992119119894]",-0.0630671272182874,-0.0901424946313921
1056,25159,10,"[3138.956264831424, 1530.3577668950643, 238.15235104733893]",-0.1994840912958793,0.1424634393818789
1058,29681,11,"[3336.656581029467, 1324.2015337213738, 221.629459923857]",-0.0411421263257788,0.025456201122808
1075,22555,9,"[2961.850245331183, 1719.3048801475177, 269.151452006207]",-0.052335901735508,0.0985736625333845
1085,3284,2,"[2906.6694789598987, 1757.6833519907275, 263.35962241169307]",0.0474604589445706,-0.0021421043966341
1086,10375,4,"[3230.4331626867693, 1453.0242793402158, 269.0147469879518]",-0.1027007323245887,-0.1899331969912962
1105,10352,4,"[3204.3757470453083, 1523.63987309271, 264.3414799072643]",-0.0936452090103433,0.0188714319521556
1108,197010,73,"[3037.2223597653697, 1809.3949375100392, 217.64256856822178]",-0.042264069854327,0.2140614014699635
1113,45118,17,"[3335.9358080610564, 1449.4446761198506, 217.23638611694352]",-0.1621933985529823,0.0879536952107558
1127,39591,15,"[3301.675405199392, 1531.4547357263402, 205.25076867503753]",-0.0935462967290844,0.0190796546193949
1134,17520,7,"[3160.9380063182825, 1641.1428936309937, 253.10947488584475]",-0.351605937259656,0.1356017900108639
1157,28209,11,"[3557.9308092529145, 1342.6747437305698, 220.38399092488214]",-0.142511164577663,0.0569547912857489
1180,11168,5,"[3465.945774217618, 1424.354563641969, 269.52936962750715]",-0.0485577198665244,-0.1262976111214198
1184,23217,9,"[3284.41878525407, 1637.3160408517529, 210.7546487715606]",-0.0156540255082813,0.0639473515763214
1187,6336,3,"[3447.8961958968534, 1533.817743958482, 277.61916035353534]",-0.0977205307005639,-0.0463624753857063
1189,224954,84,"[3260.833115081345, 1791.1476231582365, 216.38439188855142]",-0.0891871294283278,0.2590341413624858
1190,20010,8,"[3202.430022757343, 1734.3908295504227, 269.8279110465297]",-0.3260167917579991,0.1573853702596424
1191,177725,65,"[2878.1080552724197, 2117.567927055423, 221.481430244737]",-0.0637360513660584,-0.0182427288364749
1199,12015,5,"[3427.4886327887853, 1510.6397888198785, 263.0130669995839]",-0.0955083231762574,0.0219163790011911
1203,21035,8,"[3710.8578668156206, 1297.6582087618392, 245.48576182552887]",-0.2521355653656731,0.1043145638164312
1208,45458,17,"[3571.602818123878, 1438.1141559426549, 210.60770223290143]",-0.0711965772617876,0.1197697131180931
1224,24345,9,"[2906.592978971253, 2146.7711229399997, 273.76520846169643]",-0.0396956005175091,-0.0617503436176672
1231,17007,7,"[3383.6071247075465, 1640.8149341963754, 248.02610689716]",-0.1199724793687883,0.0705603486562039
1247,8968,4,"[2859.541459601937, 2179.349466083238, 192.91469669937555]",-0.1358425564673869,0.0022618246823276
1255,11554,5,"[3690.0269751777914, 1376.1649944039432, 264.84144019387224]",-0.0197060287971244,-0.258758715953848
1270,24088,10,"[3768.4741261414238, 1354.4897386417028, 211.72264016852452]",-0.1777864469959237,0.0808922842966405
1273,13627,6,"[2855.869297664657, 2254.7210415018744, 209.57739177165075]",-0.0807319727336577,-0.0130781993781787
1283,11711,5,"[3636.213595677108, 1474.7030395997929, 255.25787720946118]",-0.0522722864536078,-0.0981744631439278
1285,19588,8,"[3671.5154527056948, 1500.289639562793, 274.49479273024303]",-0.0904218849828566,-0.070713934637415
1287,21529,8,"[3501.974395910926, 1629.7452974419189, 197.03739142551908]",0.0568330641837257,0.1021822144616374
1299,206592,76,"[3107.434882498839, 2134.7141550202614, 217.44764169054133]",-0.0120642944268625,-0.0180123907621313
1304,22172,9,"[3436.9062471477832, 1726.110858739367, 269.41178062421073]",-0.1592170739688931,0.0100168706044801
1307,246144,91,"[3486.6504416605317, 1807.1485626580484, 213.5989357883032]",0.0065376657492261,0.1970834007390234
1328,16987,7,"[3588.752887951494, 1635.5191747935748, 232.9765114499323]",-0.124784586523945,0.0801915948065117
1330,19700,9,"[3802.639686401859, 1452.651116276016, 205.9743185264278]",-0.0416733835601278,0.0495653879748288
1331,30808,12,"[3142.6187883903212, 2121.7657563058438, 272.3057971955336]",-0.0434285647087914,-0.1048462216205101
1370,2995,2,"[3808.0171545831704, 1502.937464826413, 220.86176961602672]",-0.1584640508394385,0.0511059732365388
1375,33251,13,"[3662.7693711256907, 1696.8333539563, 261.661303419446]",-0.1207692903172215,0.2220481672810249
1391,56085,21,"[3344.6017232683234, 2073.3109455607246, 205.18845528671312]",-0.0404307153172705,-0.0309322054141828
1405,186802,70,"[3334.5959544045877, 2213.197502987792, 227.230018222815]",0.0262900946213466,-0.1100747991557144
1406,258494,96,"[3734.5636523092726, 1816.2859604872367, 219.72605182384768]",0.0329898530672326,0.0777344535547486
1411,15312,6,"[3795.931922337557, 1630.8141692099277, 217.64439655172413]",-0.0969547904830406,0.0420995276001595
1492,257789,96,"[3570.648613547254, 2133.381338765953, 206.08621269727072]",-0.047651259934239,-0.0140306356058152
1524,102683,38,"[3594.7031803380796, 2166.201117523219, 253.1973643510082]",-0.1167046342153649,-0.0702973343745792
1589,279366,104,"[3786.1306787568365, 2204.466146277955, 199.00480835275755]",0.0901846412354338,0.0215577489957726
