,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1851,48581,18,"[2868.4877832897637, 540.4441859986414, 77.91898067145591]",0.35895347907512987,-0.1345886224293387
1,1886,30131,11,"[2810.87096345956, 32.36596860376356, 102.19279147721616]",0.1792938602733639,-1e-10
2,1918,81105,30,"[2877.745958942112, 166.814696997719, 126.85637137044571]",0.09603309354142453,0.07762294730975475
3,1926,50320,19,"[2887.9763116057234, 573.5842408585056, 121.33151828298887]",0.09428660920957882,-0.1792719494795196
4,1931,46027,17,"[2861.590696764942, 138.31824798487844, 92.92502226953745]",0.07465251037780281,0.06653364832138432
5,1938,8411,4,"[2868.7446201402927, 469.8749256925455, 116.17714897158483]",0.17446274542293363,-0.1727254957877433
6,1943,99387,37,"[2955.5741495366597, 294.61594574743174, 83.6177266644531]",0.08289753733926579,1e-10
7,2003,3988,2,"[3039.103560682046, 486.3415245737212, 137.8207121364092]",0.0714615459379414,1e-10
8,2004,50464,19,"[3033.658568484464, 420.34000475586555, 114.39392438173748]",0.16857518985177922,-0.1901695042464602
9,2008,7907,3,"[2999.3531048438094, 312.42152523080813, 111.3685342101935]",0.171366257592948,-0.1308938090858472
10,2017,51908,19,"[3080.9112853510055, 53.09796177853125, 127.24599291053403]",0.10418830822573093,0.10838356974093248
11,2030,15709,6,"[3058.748997390031, 14.065312877968044, 91.43236361321536]",-0.1318819995497636,0.32283937401585927
12,2058,7915,3,"[3057.3001895135817, 685.9968414403032, 128.7211623499684]",-0.27987967933036006,0.38486853384244724
13,2062,115483,43,"[3133.439406665916, 156.6640284717231, 83.44898383311829]",0.1441361666526188,-0.003810194230077639
14,2136,3910,2,"[3185.808695652174, 321.79488491048596, 137.82531969309463]",0.1050731014687199,-1e-10
15,2148,49760,19,"[3210.406792604502, 300.912520096463, 113.22019694533762]",0.22546466033333765,-0.10834090941025094
16,2149,3965,2,"[3163.598234552333, 176.90315258511978, 112.64388398486759]",0.32178178035399135,0.09821133728824134
17,2189,123252,45,"[3260.0388391263427, 593.144241067082, 109.97701457177166]",0.16273004216019873,0.10097948606407026
18,2237,18683,7,"[3311.9186426162823, 16.72129743617192, 84.894931220896]",0.07216535067963947,0.22322315811771087
19,2265,26400,10,"[3373.857234848485, 119.98674242424242, 76.38632575757576]",0.17890347443228027,0.014929992615238873
20,2275,4389,2,"[3334.1064023695603, 40.764183185235815, 112.60514923672818]",0.26373458473338784,0.11053339202902791
21,2277,44777,17,"[3372.7492462648233, 157.07052727963017, 113.38622507090693]",0.25521151891665106,-0.14159486489687848
22,2279,14618,6,"[3362.517375838008, 133.67204815980298, 95.28047612532494]",0.2042804583516944,-0.14825034474867937
23,2293,115317,43,"[3420.8553639099177, 417.3288153524632, 105.95821084488844]",0.1851888288981452,0.12556799166811072
24,2319,15914,6,"[3466.4445771019227, 673.6601734321981, 77.26398140002513]",0.03177848233870853,0.2626759292607213
25,2324,48313,18,"[3476.4253099579823, 567.1999047875313, 105.25473475048123]",0.30180408289367106,0.1486934823802004
