,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1007,10465,4,"[1431.389679885332, 2387.6498805542283, 133.9993311036789]",0.1485997247774213,0.14317223617247465
1,1050,54964,21,"[1441.3154246415836, 2452.9927588967325, 89.34089585910777]",0.07001260200188163,-0.32982166964299453
2,1051,19309,8,"[1440.9706354549692, 2407.777616655446, 120.40706406339012]",0.022415852519245036,0.01122263912479304
3,1052,24338,9,"[1421.2109869340127, 2774.91996055551, 125.81247431999343]",0.2133558581063748,0.1325442176196536
4,1116,42815,16,"[1506.5212425551792, 2512.597173887656, 101.10017517225272]",0.14676658535254103,0.23995598074076963
5,1119,19119,7,"[1560.368586223129, 2183.9978032323866, 134.96066739892254]",0.05261772918939781,1e-10
6,1138,20840,8,"[1547.427783109405, 2631.2447216890596, 81.44649712092131]",0.20845836026573458,-0.09005577016270404
7,1147,29674,11,"[1606.0651075015164, 2747.586102311788, 79.00714430140864]",0.2131355835669828,0.13831276988671298
8,1155,73587,27,"[1602.9167108320762, 2648.2712979194694, 110.00320708820851]",0.2283044218392903,0.11809113497029594
9,1156,24418,9,"[1603.159431566877, 2232.395609796052, 122.31501351462036]",0.03638833621430753,0.08091575904705851
10,1168,59384,22,"[1621.6862454533207, 2294.1345985450625, 91.6068132830392]",0.034942365697641406,-0.1940196459085316
11,1202,5452,2,"[1636.7305575935436, 2453.517424798239, 137.1957079970653]",0.208322534607156,0.043008235208370514
12,1236,51220,19,"[1708.814467005076, 2431.634029675908, 86.11731745411949]",0.3134388934754827,-0.0412438778608417
13,1281,49792,19,"[1798.746826799486, 2136.092344151671, 89.47593991002572]",0.045916754588942274,-0.19733793922247708
14,1290,79118,29,"[1810.6155994843145, 2570.7349907732755, 94.96548193837053]",0.13882499290989417,0.10000310117429842
15,1332,15502,6,"[1847.5152238420849, 2365.1784285898593, 133.17088117662237]",0.198115739950699,0.07470060320837733
16,1338,67142,25,"[1882.1082481904025, 2299.0592177772483, 82.83575109469483]",0.23773999931778736,-0.09264862343936664
17,1340,4550,2,"[1999.1593406593406, 2519.790769230769, 71.6589010989011]",0.11973352050007136,0.0324883021398161
18,1351,31417,12,"[1880.2141515739886, 2740.141420250183, 84.17465066683643]",0.24638873657527502,0.10119620385421363
19,1371,14540,6,"[1905.9932599724898, 2783.995392022008, 125.55784044016505]",-0.14175932340971173,0.34949915577836016
20,1380,83876,31,"[1970.792121703467, 2411.8193404549575, 100.9266774762745]",0.1206184939409167,0.043232600436802195
21,1394,11449,5,"[2030.8711677875797, 2116.0372084898245, 77.66486155996157]",-0.3018652064399811,0.05696746214774475
22,1416,16169,6,"[2000.4150534974333, 2203.705300265941, 132.75273671841177]",-0.014267160822190579,0.08352462481182205
23,1445,29384,11,"[2054.9596038660493, 2583.6066226517833, 83.92189627007896]",-0.01621084265522351,-0.09143903658963615
24,1457,19399,8,"[2070.60812413011, 2174.3239342234137, 82.3208928295273]",0.13030017683096723,-0.1135580471738418
25,1478,11890,5,"[2085.811354079058, 2186.226072329689, 102.03338940285954]",0.25591610066790266,-0.19172523965617527
26,1481,17185,7,"[2087.7807390165844, 2643.4555717195226, 109.01216176898458]",0.2863632461595049,-0.3267743684922149
