ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
1503,46586,18,"[2111.969841558339, 3601.9281476788183, 109.93563359731908]",-0.2918068361841449,-0.0214463531138161
1557,39718,15,"[2073.176117009799, 3743.899463567417, 137.9382261676189]",0.0160680741266618,-0.046269773293243
1570,16572,7,"[2068.523814363365, 3747.440104924657, 111.22743181269611]",0.056981079379405,0.0088671511516472
1605,70119,26,"[2387.4051123734944, 3571.973443827821, 182.60170567178653]",0.1260360238059652,0.0553129796904042
1651,65096,24,"[2290.222620262034, 3776.304162215943, 115.11581184194617]",-0.2684391151847677,0.0699735340387171
1665,163058,63,"[2347.5464055386474, 3802.9968492635116, 171.754480750247]",0.0005549282348997,0.1460524823949737
1699,51543,19,"[2563.675179554623, 3645.4931310892052, 163.77244242671168]",0.0891306677659174,0.0425871067758385
1721,60737,23,"[2506.4405505593686, 3727.3076171861258, 104.85580453430364]",-0.0937667710819685,-0.1309751179183796
1754,151456,56,"[2533.8237919252815, 3818.2471321237026, 151.24187286697213]",-0.0096372077276001,0.0766569398610284
1782,69284,26,"[2785.9540498971473, 3593.3610985082896, 158.422940361411]",-0.033109672906708,0.0972873918666574
1821,170520,64,"[2740.0415545704427, 3837.97786021091, 144.07240680202085]",0.00415457803517,0.0022865162120808
1835,9996,4,"[2740.771839424723, 3714.2461673416656, 151.41376550620248]",-0.0621035175226735,0.0791186669645288
1872,163364,61,"[2934.7613714177674, 3753.6183442435, 131.87677267364666]",-0.096686174491819,-0.0191655223249064
1896,6395,4,"[2929.7382469545655, 3660.228416560899, 138.45076303226665]",-0.1554522325551831,-0.0633396578929939
1929,15551,6,"[2900.8321681011953, 3772.9079454156426, 185.43701369686838]",0.0559018991752715,0.1792473236666826
