,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,4,131190,48,"[77.19785044591814, 147.61646466956324, 256.07340498513605]",0.07688422253218666,-0.0240998592458917
1,12,14850,6,"[18.224579124579126, 425.0781818181818, 271.80329966329964]",-0.0004768958908558158,0.017557690089718123
2,15,28590,11,"[24.27110877929346, 537.9246939489332, 229.90062959076602]",0.2438269492927296,-0.1891151135909138
3,103,120472,44,"[149.82400889833323, 337.178373397968, 227.08188624742678]",0.060503630698759255,0.10091997909080543
4,111,91200,34,"[110.3725, 628.6280372807017, 258.0080592105263]",0.01718977355575754,0.12888089447318662
5,219,114919,42,"[307.676224123078, 167.93864374037366, 226.4717844742819]",0.04963407872657099,0.10609863346451953
6,220,51527,19,"[292.015292953209, 35.18112834048169, 261.555689250296]",-0.09381735278458174,0.29451790352596724
7,246,76044,28,"[284.5488401451791, 459.0171348166851, 266.15360843722056]",-0.012938962728315606,0.09980753449246087
8,267,14023,6,"[261.6689010910647, 675.2720530556942, 216.9082935177922]",0.016500188426731652,0.2654024735174039
9,334,92382,34,"[509.84223117057434, 618.6487627459895, 227.48811456777295]",-0.021782460666829557,0.0669372484568839
10,352,83862,31,"[443.4303975578927, 279.35212611194584, 265.63754739929885]",-0.10104686086383975,0.09723521333650842
11,386,40459,15,"[529.2148594873823, 67.37751798116612, 226.9161126078252]",-0.1079635056261085,0.17555138470912346
12,420,109673,40,"[626.7314015300028, 424.1740811320927, 230.37575337594484]",-0.16963973074657313,0.11445276850579558
13,442,90282,33,"[592.941173212822, 97.84244921468289, 264.6934604904632]",-0.12364832820945196,0.07002979672568689
14,494,17020,7,"[670.853642773208, 175.23560517038777, 217.7786133960047]",-0.3516309875384094,0.20635703806480873
