ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
1549,85657,33,"[2997.1844949003453, 2824.8573711163103, 79.64693526378915]",-0.1289056099464036,-0.1710434739225598
1561,86087,32,"[2901.637857546039, 2949.4719684002716, 33.67284258947344]",-0.0214103584228594,0.2184072040772908
1615,54702,20,"[2844.2639373573847, 3128.5801598009857, 27.987111988592737]",-0.0112963002870074,0.0326502623227228
1642,20431,8,"[2906.844025544786, 3067.052622339179, 51.87607067691253]",-0.057651435294602,-0.1757053645253017
1662,25901,10,"[3003.0773279744126, 3046.841358078499, 95.66703988263001]",-0.0293095345141699,0.0928310513185668
1664,87388,32,"[2910.205295156872, 3159.2549690970854, 73.59341883655148]",0.017041222670965,-0.00830548004041
1667,34319,13,"[3120.8330376401027, 2931.9330723666963, 11.651038783181328]",0.023836799956079,0.0181407237584443
1680,53144,20,"[3141.7265508095943, 2966.2054507244093, 37.82347960258919]",-0.1375057114796152,-0.0167908359295339
1693,28238,11,"[2831.7510476480384, 3278.029811598828, 35.417345421063814]",-0.095921149647337,0.0053824443044758
1700,14865,6,"[2892.4666257077884, 3229.0299979728043, 62.267810292633705]",0.0796635695944905,0.0304081149691224
1718,61322,23,"[3071.233799094307, 3139.3913981088763, 18.49107987345488]",-0.0117520992989519,0.0378229901043628
1731,22557,9,"[3130.098904305579, 3089.0301073188834, 46.10981070177772]",-0.0035609463991804,-0.1457136864855818
1748,22775,11,"[2848.6830095729965, 3363.0529769433147, 69.55644787383098]",-0.3952243541098402,0.1846328724317174
1768,27178,10,"[3218.5190213921533, 3059.427281790011, 87.59989697549489]",0.1450843882189731,0.1467445679063084
1774,126359,47,"[3134.8307241012435, 3210.769018456225, 71.25244613275939]",0.0821932482895659,-0.0140351661201356
1787,19584,9,"[3375.8737592382136, 2926.1454392834708, 97.34405462290582]",-0.2138637131976434,0.1297147014281698
1788,52413,20,"[3039.5273271602127, 3296.9639296210416, 17.314692919695496]",0.0111063609007031,-0.1034754632951281
1797,78279,29,"[3360.2236453964506, 3022.4770127361835, 21.75313941159187]",0.020885836407246,0.1624930758973584
1838,72449,27,"[3034.78417562663, 3465.230215149156, 44.85297243578241]",0.0337085060788897,0.0471554160875036
1840,26694,11,"[3094.490401797706, 3370.995715877484, 66.90575586704034]",0.0287067374103767,0.0975317865272917
1843,63519,24,"[2909.6543114036394, 3584.797913860524, 91.39986460744029]",-0.0221377525589117,-0.112010713822675
1844,53146,21,"[2994.1690944815555, 3545.615788619727, 13.44038569136103]",0.0833017664264121,-0.0290958258119309
1847,94603,36,"[3706.7401518526353, 2852.7047020694044, 94.98061329689276]",0.1247009189263104,-0.1608669502792032
1848,47110,18,"[3302.5316418164984, 3183.4390087525926, 14.658076841434939]",0.0095487191715754,0.0591117628453141
1857,8303,4,"[3354.584033916612, 3107.307413570778, 42.57509333975671]",0.0800350564761573,-0.138983455211031
1882,178548,67,"[3344.021223301272, 3309.379254571873, 59.924266727885104]",0.1044619381194958,-0.0534504333991738
1887,21878,9,"[3406.881754934504, 3168.676385809301, 73.45294180849585]",0.2689762693273392,-0.0543440928867603
1891,28533,11,"[3271.51473117105, 3321.1201965474966, 10.682165946387062]",0.1412815823387778,0.0223210679885601
1898,19515,8,"[3594.6431433655657, 2989.1793766927935, 89.16690408774139]",0.135571423034558,-0.1614648553147009
1911,73836,28,"[3589.941781822722, 3099.800883890725, 17.00725298134759]",-0.1857460496648383,0.194135151987318
1928,64293,24,"[3092.7176129379645, 3611.2405277090575, 99.18457282585413]",0.1866646210429896,0.0867574933939563
1948,92931,34,"[3254.6394435926322, 3542.9324722148667, 25.98531168286148]",0.0199047559151909,-0.0397808039334417
1964,48348,18,"[3542.5450885903415, 3228.2700752124124, 20.221105319765037]",0.0331347609007154,0.0993695577249121
1970,37026,14,"[3505.0864760324316, 3278.3806471756193, 109.32606816831415]",0.2788124529633959,-0.0229744333562477
2006,278109,103,"[3554.1897178116233, 3434.428907226773, 57.51112307833114]",-0.0216827762615956,-0.1131118918735985
2013,18217,7,"[3789.2799341766586, 3103.2995464049345, 86.69665696876544]",0.0457407965507971,-0.0817398851138836
2069,16737,7,"[3782.8784411403963, 3182.5567930190696, 27.439206548365895]",-0.0713318122520587,0.0522449356243548
2116,222590,83,"[3797.8598849577634, 3362.835569856414, 61.48830792447824]",-0.070180946776651,0.0205077889694529
2130,42397,16,"[3673.2257379737816, 3448.680740966272, 104.96629478500837]",0.0892747968067829,-0.1145906922623364
