,sig_xx,sig_yy,sig_zz,sig_xy,sig_xz,sig_yz,eps_xx,eps_yy,eps_zz,eps_xy,eps_xz,eps_yz,Azimuth,Elevation
0,-3.539953601623445e-16,5.026294342362324e-17,1.3753651230809363e-16,-2.580943839516903e-16,1.004544190761068e-15,-2.040008207799595e-17,-1.1102230246251565e-16,2.220446049250313e-16,2.220446049250313e-16,-8.326214538313763e-17,4.830530167237453e-16,1.6578371999570862e-17,-0.097769189035377,-0.0360572181101392
1,6.44380740541234e-16,1.7571093980488573e-16,1.880012352480291e-16,4.0271940882857085e-17,5.97275016275895e-16,-5.858187077105215e-17,2.220446049250313e-16,0.0,0.0,3.182964809739148e-17,3.0011706380019366e-16,0.0,-0.097769189035377,-0.03605721811013919
2,1.6566412782415547e-15,1.503978444226535e-15,1.4692875587715291e-15,-1.8603451803949962e-16,5.683404783881125e-16,-5.574391620544705e-17,2.220446049250313e-16,0.0,0.0,-9.678104691112613e-17,2.852701342359652e-16,0.0,-0.09776918903537701,-0.0360572181101392
3,3.871197955101732e-16,-1.7985024579282238e-16,-1.5419663730810326e-16,-3.431074712925995e-17,5.177291006299576e-16,-5.667950207881542e-17,2.220446049250313e-16,0.0,0.0,1.2729912323501339e-17,2.7446389917862483e-16,3.1473907458722446e-31,-0.09776918903537699,-0.036057218110139205
4,6.30134771389769e-16,6.691823523359616e-16,6.49658561862866e-16,-9.857052964552625e-17,7.274559764352899e-16,-7.135026719998767e-17,0.0,0.0,0.0,-4.55870882813593e-17,3.6522334800724016e-16,0.0,-0.097769189035377,-0.03605721811013919
5,1.8836098975928455e-17,-8.052987736992652e-19,9.015400101115572e-18,4.9582149066472165e-17,6.978480127645138e-16,-6.84462617514247e-17,0.0,0.0,0.0,2.5663130380461736e-17,3.503764088843317e-16,0.0,-0.097769189035377,-0.0360572181101392
6,8.272332346029578e-16,8.300555594165981e-16,8.286443970097801e-16,-7.124591203121273e-18,8.614504170410377e-16,-8.44926970517314e-17,0.0,0.0,0.0,-1.828198993429393e-18,4.3259528427857574e-16,5.4727225299707694e-30,-0.097769189035377,-0.0360572181101392
7,-1.4965206966144853e-16,-1.7274690684406786e-16,-4.57667632848638e-16,-1.6616900660378526e-16,6.937392253116241e-16,7.93425450693855e-18,0.0,0.0,0.0,-9.147230671248593e-17,3.4849268242151433e-16,3.8733735550534176e-17,-0.09776918903537701,-0.0360572181101392
8,9.851098201014885e-16,4.084081646831313e-16,3.7044155605377023e-16,-2.7000710883177564e-16,1.0440009164145515e-15,-1.6498421634946767e-16,2.220446049250313e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.4377981462974182e-16,5.193650171629258e-16,-3.901296632850311e-17,-0.09776918903537701,-0.0360572181101392
9,3.6322978333561006e-16,-2.3376788553291194e-17,3.9035548047094387e-16,-1.6411421404541384e-16,7.724103022769078e-16,-5.272988787158764e-17,2.220446049250313e-16,0.0,2.220446049250313e-16,-6.772672487642568e-17,3.8282500697272016e-16,6.9024665258061765e-18,-0.09776918903537699,-0.036057218110139184
