,sig_xx,sig_yy,sig_zz,sig_xy,sig_xz,sig_yz,eps_xx,eps_yy,eps_zz,eps_xy,eps_xz,eps_yz,Azimuth,Elevation
0,4.591348883243343e-15,-7.158782018231242e-17,-5.156770300323666e-16,1.4743674682878285e-15,1.5053590833085142e-15,-1.1149899360420425e-15,1.3322676295501878e-15,-9.992007221626409e-16,-1.2212453270876722e-15,7.371837341439123e-16,7.526795416542506e-16,-5.574949680210267e-16,0.0,0.0
1,7.0058322480185495e-15,6.18951813600396e-15,6.224368961983623e-15,6.752481830501256e-16,1.962365124829497e-15,-3.9242404537637553e-16,2.220446049250313e-16,0.0,0.0,3.34477675114149e-16,1.0162958792151983e-15,0.0,-0.088610206374334,-0.0342250659477714
2,1.5294937740341468e-14,-1.6068496646083498e-15,-1.7823262076681538e-15,9.041433640569134e-15,8.907480367893074e-16,-2.114234792240134e-15,5.329070518200751e-15,-9.992007221626409e-16,-6.661338147750939e-16,5.136555308891579e-15,4.1889909577286845e-16,-1.2855914965762299e-15,0.0,0.0
3,1.8878272781946018e-16,-2.187816122911432e-16,-1.182134559970812e-16,5.701028572154924e-16,8.344752780666107e-16,-7.775469140435014e-17,2.220446049250313e-16,0.0,0.0,2.9092672803771745e-16,4.1713272734154204e-16,-4.930380657631324e-32,-0.088610206374334,-0.0342250659477714
4,7.788386168049615e-16,2.3607661482852844e-15,-6.903676469265909e-16,-5.770181051767487e-17,1.5102690763551322e-15,-7.475693699690558e-16,6.661338147750939e-16,1.1102230246251565e-15,-3.3306690738754696e-16,-1.0688329293032113e-16,7.859141556825735e-16,-2.6561238205553955e-16,0.0,0.0
5,1.0864503638686108e-15,2.860333969492934e-15,3.041299609169567e-15,1.1052963823339141e-15,2.247158618144056e-15,-1.9964398208255616e-16,-1.2212453270876722e-15,0.0,0.0,4.647254149920233e-16,1.1568677839451677e-15,0.0,-0.0886102063743339,-0.0342250659477714
6,6.429314281899467e-15,1.54745829775209e-15,8.782067557282069e-16,1.000087786597852e-16,2.5058502310210967e-15,5.2419668288772955e-17,1.7763568394002505e-15,-5.551115123125783e-16,-9.992007221626409e-16,1.2034802122407456e-16,1.3109652275783439e-15,1.8017571137393403e-16,0.0,0.0
7,2.506189367025331e-15,8.805408378032664e-16,9.40555039746653e-16,5.245421586427078e-17,1.8039865760178986e-15,-1.7446034178209942e-16,8.881784197001252e-16,0.0,0.0,7.440085969429772e-17,9.028358472684321e-16,0.0,-0.088610206374334,-0.0342250659477714
8,4.292504165908638e-15,-4.8573205552402986e-15,2.072216254602148e-15,1.6078766143956511e-15,1.129786735131855e-15,-2.91443322335676e-15,1.7763568394002505e-15,-2.9976021664879227e-15,4.440892098500626e-16,9.53576236862519e-16,6.942386340057604e-16,-1.6152052161288013e-15,0.0,0.0
9,2.289248066044176e-15,3.534122923625536e-15,4.065773233461596e-15,1.0627672562445782e-15,2.68256853060737e-15,-6.485793540960928e-17,-9.992007221626409e-16,0.0,0.0,5.382972024503086e-16,1.3510504876333187e-15,0.0,-0.0886102063743339,-0.0342250659477714
10,1.5460881170106615e-15,-4.70181482378385e-17,1.1491860754390279e-15,2.7726687837861643e-15,1.86197307751532e-15,5.025266459948263e-16,6.661338147750939e-16,0.0,4.440892098500626e-16,1.1436640152196132e-15,8.769649572804956e-16,1.0109819650960302e-16,-0.088610206374334,-0.0342250659477714
11,3.2666929988021407e-17,2.591738864037807e-16,-5.738292350927878e-16,-1.440113284428699e-15,1.7630145053327189e-15,-8.554434639866921e-16,2.220446049250313e-16,2.220446049250313e-16,-1.1102230246251565e-16,-7.384156166852851e-16,8.981512541415852e-16,-3.520901591935211e-16,-0.088610206374334,-0.0342250659477713
