,sig_xx,sig_yy,sig_zz,sig_xy,sig_xz,sig_yz,eps_xx,eps_yy,eps_zz,eps_xy,eps_xz,eps_yz,Azimuth,Elevation
0,-7.4487191283628e-16,-7.448690651488974e-16,-7.4487143322076e-16,-4.0137803598284287e-16,2.257194408442915e-16,-3.766247577348438e-22,0.0,0.0,0.0,-2.006889687219771e-16,1.1285933008804508e-16,4.437342591868191e-31,6.927582048924437e-05,3.212650644680316e-05
1,-4.584242390812716e-16,-1.4328591265314897e-17,-1.432859323829495e-17,2.7007851391934286e-16,9.068519108591107e-16,1.13968127835078e-24,-1.1102230246251565e-16,0.0,0.0,1.350372387138123e-16,4.53426043872756e-16,8.517485785688592e-31,5.546078793609321e-07,2.572035406856108e-07
2,2.780515967182628e-15,5.102687103755093e-16,8.491119860416696e-16,-1.7242260520750782e-15,2.3529358127659198e-15,-5.155166185392234e-16,1.3322676295501878e-15,2.220446049250313e-16,2.220446049250313e-16,-8.24945572933239e-16,9.108239557946099e-16,-2.373771533937929e-16,7.64254912137838e-05,3.5440399203227095e-05
3,1.7066564363547908e-15,1.6982681637707772e-15,1.6999113378658964e-15,6.766812162731939e-16,-2.1205128855725257e-16,-2.3152872122951666e-18,0.0,0.0,0.0,3.390248797033082e-16,-1.0591057153603229e-16,0.0,0.00028733579020855663,0.00013325062140194315
4,8.656716577058003e-16,-4.332730292985763e-16,-3.5456625661906556e-16,6.784292532308323e-16,2.604876463743441e-16,6.282787625902884e-16,-1.1102230246251565e-16,-5.551115123125783e-16,-5.551115123125783e-16,3.417272327966839e-16,1.148099815864932e-16,3.108745174860375e-16,1.4638289222449494e-07,6.788431704661691e-08
5,8.871748018547952e-16,8.427434784222385e-16,8.43099493588487e-16,1.8087251792691713e-16,5.802247476707614e-16,-4.825133865348575e-19,0.0,0.0,0.0,1.0034481789121662e-16,2.952757521104475e-16,0.0,6.377073600204281e-08,2.957222851482705e-08
6,3.142079993299537e-17,-1.9126032793740372e-16,3.2905908399661256e-17,4.2520497397451245e-17,4.467233101642637e-16,3.093014847470927e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,0.0,1.954146536978575e-17,2.2157160340829681e-16,1.580958231164144e-16,3.509103178173484e-05,1.6273368262986506e-05
7,5.044677903306108e-16,4.771971958513182e-16,4.783059575217504e-16,9.949938352866656e-18,6.947822901547287e-16,-1.1475504214064417e-19,0.0,0.0,0.0,1.15829891371307e-17,3.504621403265786e-16,0.0,5.353148669756924e-06,2.4826249285604524e-06
8,-1.2135817038424705e-15,-3.227451829905311e-16,5.439246090624661e-16,-1.3822024364736442e-16,2.1710385017829002e-16,-1.6851597583462274e-16,-3.3306690738754696e-16,0.0,4.440892098500626e-16,-5.922026646592584e-17,9.604931386710647e-17,-7.648275454783248e-17,7.646019113280301e-09,3.5434513238029896e-09
9,-3.7959956585720025e-16,-3.7959826475988347e-16,-3.7960049746168542e-16,-2.6106835917761307e-16,3.833105014624403e-16,-5.308875921520359e-22,0.0,0.0,0.0,-1.3053405156718557e-16,1.9165468477336856e-16,-2.2042081520885083e-30,0.000397043255233401,0.000184127299331827
10,2.671780191580464e-14,4.614448436882262e-15,4.322603476264805e-15,1.5986372101636953e-14,-1.1141146014808998e-14,-6.123850763972149e-15,1.176836406102666e-14,-1.6653345369377348e-15,1.5543122344752192e-15,5.121464226349664e-15,-4.13937190022772e-15,-1.057976751248432e-15,6.632843924567575e-11,3.0755747162680945e-11
11,-1.0712656358461028e-15,2.5433023054172197e-16,-8.488606937482108e-16,2.2018548786500782e-16,2.776210821527699e-16,4.404867362669495e-16,-4.440892098500626e-16,2.220446049250313e-16,-3.3306690738754696e-16,1.0210783575538932e-16,1.527572551432003e-16,2.266014809872063e-16,1.212369431935836e-15,5.612834252142316e-16
12,-6.702146638040217e-16,-2.481023168512359e-16,-2.3493457960748467e-16,7.732488466872825e-16,1.0057102807997394e-15,-5.945542783090895e-18,-3.3306690738754696e-16,0.0,0.0,3.6138244593619914e-16,4.991918652117973e-16,0.0,4.928778560901702e-20,2.2748233200244073e-20
13,1.0753693955005096e-15,6.246979271088917e-16,6.245486755164944e-16,-5.2063607507982273e-17,-7.364538347993805e-17,1.9637560902059527e-19,2.220446049250313e-16,0.0,0.0,-2.4534585030605494e-17,-3.608852504767198e-17,0.0,6.107737926883286e-18,2.7638188156597084e-18
14,-2.1760106980897857e-16,-2.1759309887460436e-16,4.4511055077919664e-18,-9.740845444369712e-17,-9.330941183864349e-17,-5.835045830287242e-17,-1.1102230246251565e-16,0.0,2.220446049250313e-16,-4.8706098303002476e-17,-4.665379762303342e-17,-2.9175839504682746e-17,3.6095876588538474e-28,1.575811437307143e-28
15,-5.130223793395478e-16,-2.896156306156451e-16,8.162015673594477e-16,-1.6133137299430922e-16,-2.5808958603017705e-16,2.71352599775494e-16,-2.220446049250313e-16,-1.1102230246251565e-16,4.440892098500626e-16,-8.059560964849403e-17,-1.2514931473662878e-16,1.477375832186051e-16,1.5338665047260925e-05,7.113277954756389e-06
16,-5.600910175995598e-16,3.2816901511325542e-16,3.281276408714102e-16,-1.3744486399450104e-16,4.0620877771848225e-16,1.970103298212205e-17,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,-6.869845131552462e-17,2.0309024461309138e-16,9.837760795075181e-18,0.00014419542693722422,6.687032892593564e-05
17,-9.253222367587082e-16,-3.714309436029086e-17,-3.7143705406791363e-17,-2.1418964844143272e-16,1.4266058494852197e-16,-3.7513825989237837e-17,-2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,-1.0709472145406589e-16,7.133010542866921e-17,-1.8756844604435936e-17,6.209150327705051e-05,2.8795853247957323e-05
18,-9.660946031757339e-15,-9.035909578864843e-15,6.810033345697275e-15,-1.5362723661897096e-14,-2.510002619585078e-15,5.491712005808405e-15,-5.662137425588298e-15,-2.4424906541753444e-15,3.1086244689504383e-15,-7.386980075070392e-15,-1.0630629449618677e-15,4.045565952749976e-15,8.750009351814224e-05,4.057802126392946e-05
19,3.0914124252549617e-15,2.3388452708834006e-15,-1.2353014723808898e-15,-6.538991367478526e-16,3.0944826724893406e-15,1.0008954962005739e-15,1.3322676295501878e-15,8.881784197001252e-16,-8.881784197001252e-16,-3.480270548451862e-16,1.5623177305865263e-15,5.292515631576453e-16,4.439426864904716e-31,1.9380883050089977e-31
20,6.3559496098703234e-15,9.588971365539057e-16,-3.6983376232000166e-16,3.4710467908580547e-16,-3.731486660900205e-16,-6.016794830298659e-16,2.4424906541753444e-15,-3.3306690738754696e-16,-9.992007221626409e-16,1.5604966432843305e-16,-1.8996262320128051e-16,-2.994930107979342e-16,6.961753512002918e-27,3.2129594514783648e-27
21,-9.01292018567543e-16,2.5000412360038047e-16,-8.604412770665292e-16,-6.593435830563015e-16,3.5440679209653137e-15,-6.139969380146069e-16,-7.771561172376096e-16,-3.3306690738754696e-16,-8.881784197001252e-16,-3.2690066412003673e-16,1.7267531168468696e-15,-3.252355375105778e-16,9.720960879151162e-29,3.336132470156763e-29
22,-2.5392545625561535e-17,1.0882413632850827e-15,6.422104351933266e-16,2.4053106865536626e-15,-9.408599500860845e-16,3.842383763863189e-15,-1.1102230246251565e-16,4.440892098500626e-16,4.440892098500626e-16,1.1730419213268134e-15,-4.504243196224821e-16,1.9222735442741866e-15,9.259023580170599e-27,2.6241827498717932e-27
23,-1.0758783713454395e-15,6.948612784155932e-16,3.579945225508933e-16,-4.477654193894031e-16,3.078462367161532e-16,-1.412315002627654e-16,-3.3306690738754696e-16,2.220446049250313e-16,0.0,-1.956415826333644e-16,7.421251706662611e-17,-3.0018582550655004e-17,8.256868956818486e-17,3.023502375897775e-17
24,-4.631211912561843e-16,-6.851737877148031e-16,8.691388310649909e-16,5.264028133943331e-16,-1.4770558716030535e-16,1.0842932099461836e-15,-2.220446049250313e-16,-3.3306690738754696e-16,4.440892098500626e-16,2.6328515823416525e-16,-7.398510058200967e-17,5.421480535497833e-16,0.0012552151023359234,0.0005821038606417229
