,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1032,22907,9,"[1435.0670537390317, 2876.228008905575, 200.27009211158162]",0.3001317009190279,0.07483027501474042
1,1037,14262,6,"[1416.6968868321414, 3177.7042490534286, 149.5220165474688]",0.11828495476360253,-0.05790809645246726
2,1064,13738,6,"[1432.191439802009, 2840.2826466734605, 170.94526131896927]",0.05494752108246248,0.10080794965433819
3,1074,58631,22,"[1491.0631747710256, 3398.769490542546, 153.65497774215007]",0.2002815409723956,0.07453706283999596
4,1077,34124,13,"[1458.096500996366, 3212.27546594772, 193.48188957918182]",0.07854994468620666,0.14462611215330798
5,1101,11974,5,"[1485.1884917320863, 3343.7730081843993, 173.7654083848338]",0.16233519579193104,0.09978128706654497
6,1130,46061,17,"[1557.9812856863723, 3444.9576865461017, 195.49634180760296]",0.18961482383032255,0.17441230816985828
7,1160,41096,15,"[1652.1578742456686, 3229.152374927, 149.01452696126142]",0.15319086554308112,0.04574980832554347
8,1170,36482,14,"[1609.8171975220657, 3057.0985143358366, 174.23033276684393]",0.0962596884660745,0.13842528624573675
9,1183,21687,8,"[1614.207497579195, 2938.242726057085, 200.7811592198091]",0.1612428728250368,0.02255987380906127
10,1225,78015,29,"[1733.198705377171, 3304.0802409792987, 181.25042620008972]",0.12095437142716929,0.22718605071797066
11,1251,33290,13,"[1733.6406728747372, 2890.7994592970863, 154.52505256833885]",0.10684569212892367,0.08922632023742667
12,1261,4593,2,"[1736.5636838667538, 3239.605486610059, 207.52384062704115]",0.1183122911554146,0.029008847416378755
13,1278,8188,3,"[1749.3203468490474, 2828.2873717635566, 174.07865168539325]",0.1716179074484415,0.11327344118759174
14,1306,20617,8,"[1801.0463695008973, 2905.3290003395255, 203.31634088373673]",0.2823072009506863,0.13606514802746203
15,1319,136884,50,"[1898.4122687823267, 3119.26697787908, 178.977163145437]",0.1816365977419431,0.26950086933658307
16,1342,4003,2,"[1842.199100674494, 3061.1651261553834, 175.70971771171622]",-0.01843524563783634,0.08444129627304756
17,1371,8647,4,"[1954.0648779923672, 2821.7979646120043, 143.4840985312825]",0.00484540278130835,-0.018423898973103685
18,1401,22651,9,"[2019.6576310096684, 2826.0000882963222, 197.9288331640987]",0.15714222896777696,0.1798231255034999
19,1437,3721,2,"[2007.892233270626, 2906.419510884171, 168.78366030636926]",0.10346718517852635,0.08251063756826271
20,1455,26138,10,"[2070.602494452521, 3029.4894406611065, 149.0571964190068]",0.19199880513183232,-0.06843662033385775
21,1467,31758,12,"[2076.8990805466337, 2945.5121544177846, 181.89952138043958]",0.2856139905025624,-0.02532739485412188
