ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
1583,32063,12,"[3818.3505757020844, 2052.1097482824543, 161.89916726444812]",0.0238355093681319,-0.0663291058431673
1589,279366,104,"[3786.1306787568365, 2204.466146277955, 199.00480835275755]",0.0901846412354338,0.0215577489957726
1600,146573,56,"[3771.418967761366, 2174.5913420609077, 108.06737049028611]",0.0675610279041939,-0.0529436315179646
1678,181404,67,"[4018.5104230293473, 2143.638512943158, 138.23387197306408]",0.0463853381341451,-0.0109367768332124
1714,18860,8,"[3729.576138552204, 2458.2460752355873, 142.1550256262851]",0.1741143426840073,-0.107803740314419
1720,42874,16,"[3760.734104648597, 2447.5604739405244, 119.93345617390493]",0.1388956142734074,-0.2742258327548483
1763,112305,42,"[3973.784213514071, 2352.1369124624985, 198.63660965952545]",0.0512974850609284,0.0460362696870231
1812,94495,35,"[4226.094345676693, 2240.209933949086, 134.99792060423727]",0.0174086492181159,-0.0035161774895219
1831,43631,17,"[3968.480518832309, 2496.968076897476, 132.18019347459486]",0.027157934775464,-0.1502935769981823
1834,24478,10,"[3937.4540309766144, 2505.899451982593, 157.69521426103057]",-0.0204175327460374,-0.1376376475631622
1845,79167,29,"[3811.1631394081414, 2752.2585920882, 181.50559217751913]",0.0768983580649449,0.0015969557757413
1846,314043,116,"[3678.8208509348215, 2990.171128803703, 138.1599508339621]",0.0553413710055178,0.0842003992229357
1860,4523,2,"[4030.1578631544644, 2444.6501041079277, 121.43533053283218]",0.2457638881815215,-0.1086600713578436
1909,129350,49,"[4510.2897888502885, 2129.249421122283, 189.2277119326271]",0.0099217511060526,0.0276123437117771
1918,90328,34,"[4455.526103670149, 2258.103738393356, 134.35554120945574]",-0.0017653321328457,-0.011844489111151
1922,34444,13,"[4134.76698319128, 2551.1899943983385, 150.08114620833817]",-0.0246602809362261,-0.0861750796722727
1926,50320,19,"[4172.022327549734, 2537.692940135308, 121.33151828298887]",-0.0070849826648981,-0.2256344249652259
1938,8411,4,"[4231.757028126904, 2450.7605206603516, 116.17714897158483]",0.0730911535484566,-0.2190879712734496
1946,85937,32,"[4037.212441654514, 2773.1557692741217, 177.83473940212016]",0.0533989744249902,-0.0246105891321628
1949,53313,20,"[4415.036922403335, 2345.7325849004155, 162.95631459493933]",-0.048800324545223,-0.1033589914706967
1953,99145,37,"[3949.0185800714894, 2835.194975925248, 107.86512683443442]",-0.0144849137346778,-0.3416253439917506
1954,48746,18,"[4426.115390789846, 2352.7229291044882, 190.21761785582407]",-0.023866224991112,0.0119913463884528
1955,38462,15,"[3991.8555050140008, 2780.773260354032, 151.38583536997555]",0.0452262914321224,0.0112300191025227
2003,33562,13,"[4344.900936583286, 2563.5529114706533, 142.85194327318194]",-0.0067157926680103,-0.067028245080485
2004,50464,19,"[4383.395277813181, 2532.345813346897, 114.39392438173748]",0.0672035979773022,-0.2365319797321665
2008,7907,3,"[4435.447540528636, 2431.778298687332, 111.3685342101935]",0.069994665718471,-0.1772562845715535
2018,18999,7,"[3860.5470585807143, 3038.395630168354, 108.80941102163271]",-0.0280225642203813,0.0487082553678486
2042,76963,29,"[4264.418542051555, 2782.4993954411907, 175.42471122324443]",-0.0775594049631124,0.0759866142029596
2058,137671,52,"[4213.543887078109, 2778.5405962624272, 133.8839671423643]",-0.1519247949009013,0.0566701634118108
2136,30990,12,"[4565.166992950666, 2559.2512947178325, 142.89124182586784]",0.0426412208301571,-0.080031529789623
2154,24302,9,"[4211.084285809621, 2991.81527657091, 170.7008476668587]",0.0652292255370743,0.1074592718790136
2174,56110,21,"[4502.570600900619, 2712.6628068623736, 173.17823917305293]",0.0157913423779273,0.0630249327720795
2189,286490,107,"[4411.6353903145555, 2908.133846506437, 121.53880382729062]",-0.0043601899746378,-0.0054901371435202
2249,16805,7,"[4471.682873224116, 2845.417981413473, 165.27664385599525]",-0.2355645597855107,0.0094473537382815
2273,23653,9,"[4431.205448753313, 2987.628788766598, 159.96010379575557]",-0.0648396716217794,0.0930233136641769
2283,32577,12,"[4492.633022803588, 2904.343008474337, 193.82021057801518]",-0.1063052662290951,-0.1010194185714143
