,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,89,8481,4,"[5.927602877019219, 3470.901662539795, 265.7451951420823]",0.3285515430376721,-0.12979338249019204
1,98,8223,3,"[45.59528152742308, 2822.777939924602, 214.5006688556488]",0.21364232980277867,0.038168888429958095
2,105,4878,2,"[16.932144321443214, 3467.308118081181, 276.70541205412053]",0.358877724510962,0.04230686615226033
3,106,18859,7,"[49.14783392544673, 2839.496367781961, 258.4385704438199]",0.20826763470185408,-0.03145179342987735
4,117,94412,35,"[78.09724399440749, 2934.3721772656017, 253.6673092403508]",0.2709460390380627,-0.10788382636392518
5,150,81584,30,"[138.85423612473033, 3140.551738085899, 242.75790596195333]",0.26135952961020215,0.04804973194932487
6,160,29921,11,"[123.28311219544801, 3108.977941913706, 218.13264930984928]",0.23442051519122298,0.04948429921351485
7,173,9572,4,"[171.37682824905977, 3180.192227329712, 276.87557459256163]",0.4477365445795592,1e-10
8,178,31599,12,"[171.59438589828792, 3256.2004493813097, 218.83334915661888]",0.25521316866076393,0.09549922994523755
9,181,18895,7,"[146.36649907382906, 3127.466155067478, 265.31018788039165]",0.21196510911255406,-0.03470835675957246
10,237,11615,5,"[188.50047352561344, 3249.9051226861816, 256.68532070598366]",0.5174458926286832,0.06879866066173582
11,238,8104,3,"[188.7145853899309, 3476.7901036525172, 247.11019249753207]",0.08613932753171243,-0.024194041843482658
12,240,29017,11,"[196.75776269083642, 3429.6258744873694, 229.47010373229486]",0.3515227965272438,0.055140453241748405
13,241,16466,7,"[197.1265030972914, 3474.9739463136157, 269.49848171990766]",0.32975449817420055,0.16960997681515746
14,245,29979,11,"[208.30327896194004, 3350.5006504553185, 258.9028653390707]",0.4837853385302062,0.35660694754784056
15,256,28565,11,"[272.5094696306669, 2814.325608261859, 253.66879047785753]",0.14208749296622133,0.503041051897616
16,313,122964,45,"[322.6501577697538, 2985.563961809961, 237.1123499560847]",0.20378297736988227,0.08991580508029912
17,325,11875,5,"[371.5640421052632, 3070.9306947368423, 276.85835789473686]",0.3215502128714425,1e-10
18,333,20059,8,"[329.2038486464929, 2968.8464031108233, 267.9705369160975]",0.2543509909017502,0.011369753699577094
19,338,31794,12,"[357.06164685160724, 3109.419481663207, 218.27511480153487]",-0.037359897040439516,0.11256008952493013
20,369,10607,4,"[385.1668709342887, 3115.2201376449516, 252.99943433581598]",0.4131090484805512,0.0864397666661977
21,370,28360,11,"[395.6322284908322, 3307.803808180536, 222.0583568406206]",0.3488618371027562,0.0741453513163986
22,371,30970,12,"[402.0500807232806, 3228.5352599289636, 252.13161123668067]",0.4224277873142857,0.44057130210461554
23,378,32745,12,"[421.884959535807, 3395.4735074057107, 238.47533974652617]",0.2831466444007649,0.008249792227943777
24,380,46868,18,"[417.457903046855, 3376.858304173423, 264.9972049159341]",0.4272591281591261,0.12585218149324803
25,393,7332,3,"[414.8626568466994, 3412.705537370431, 217.88270594653574]",-0.03261492992736481,0.17375455029008663
26,433,132944,49,"[528.8863130340594, 2871.723139066073, 240.39107443735708]",0.2487625824219511,0.15447247621212776
27,452,14018,6,"[532.4766015123413, 2862.7366243401343, 274.94507062348407]",0.29826299912927207,-0.035228307830770876
28,460,30432,12,"[550.9398659305994, 2973.5946372239746, 216.48971477392217]",0.19250053518480617,0.017067941492306886
29,488,14310,6,"[592.2959468902865, 3433.1890286512926, 273.82732354996506]",0.15885879918283638,-1e-10
30,492,22704,9,"[579.8145260747004, 3004.8109584214235, 267.9458245243129]",0.3245521242259923,-0.11450047030348366
31,496,47501,18,"[596.2507526157344, 3150.524599482116, 229.86953958864024]",0.38040533591361786,0.27616470076020677
32,500,34266,13,"[619.7134477324462, 3257.788420008171, 229.9666725033561]",0.25054581117780017,0.10850388361828485
33,509,6964,3,"[600.3426191843768, 3090.1062607696726, 267.23118897185526]",0.5672986722933995,0.21822698270737348
34,510,49387,18,"[621.5380970700792, 3236.4849251827404, 258.7583372142467]",0.3536153931100173,-0.08232256135668166
35,520,32456,12,"[641.8058910525018, 3452.209360364802, 222.49189672171556]",0.22102806645585074,0.018747647226384674
36,541,26979,10,"[662.763927499166, 3466.282664294451, 256.4868601504874]",0.050608015207968114,0.22394119750552266
