,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1406,84645,31,"[2137.7640144131374, 368.5820899048969, 252.3832949376809]",0.0845506368681866,0.12860959072932399
1,1479,115495,43,"[2268.5422399238064, 186.72092298367895, 241.0651976276029]",0.09722257670655605,0.2813486103756509
2,1492,64955,24,"[2148.050203987376, 640.8394580863675, 230.59482718805327]",0.007267904433774193,0.2038840379316892
3,1524,47804,18,"[2185.5800142247513, 654.580160656012, 266.05474437285585]",-0.02501222786644012,0.050087384609365806
4,1547,23986,9,"[2234.175852580672, 32.919911615108816, 234.6626365379805]",0.01796447791801348,0.04993532273979089
5,1589,82980,31,"[2337.005398891299, 501.90406121957096, 227.2112557242709]",0.14164880810314934,0.07794111463604046
6,1602,17317,7,"[2326.4377779061037, 43.25997574637639, 274.1918346133857]",0.19423151718549875,0.09779899863723546
7,1634,117190,43,"[2401.3608925676253, 582.6118696134482, 255.65695025172795]",0.30099206672039513,0.06775490631366077
8,1652,73547,27,"[2473.0019987219057, 70.25170299264416, 234.87953281575048]",0.11082983177228718,0.31496283070801756
9,1703,77718,29,"[2524.3560179109086, 356.66774749736226, 225.6219408631205]",0.12553742279055852,0.03373333344929845
10,1744,3968,2,"[2570.749495967742, 7.143901209677419, 269.8114919354839]",-0.694444204691753,0.34085465664609627
11,1746,154032,57,"[2610.9083307364704, 479.0363560818531, 256.2343019632284]",0.22651355311231142,-0.037286868632079265
12,1763,4562,2,"[2627.5951337132838, 591.3893029373082, 211.16878562034196]",0.16225281585322088,1e-10
13,1783,3845,2,"[2596.253836150845, 480.3927178153446, 276.7326397919376]",-0.005661660228525767,0.047766706125173065
14,1805,58886,22,"[2690.4735590802566, 186.7620996501715, 222.07725095948103]",0.00599520300991062,0.08688393112962951
15,1820,14049,6,"[2663.3346857427578, 680.7248202719055, 223.46900135240944]",0.048868625824134045,0.23224283255661077
16,1830,10661,4,"[2756.630991464215, 303.6324922615139, 273.7462714567114]",0.14181598798571282,-0.055348663136215656
17,1832,8451,4,"[2694.3676487989587, 677.9316057271329, 274.66938823807834]",-0.051666048994724156,0.058657824262390336
18,1839,50131,19,"[2711.2736031597215, 170.5802397717979, 257.10416708224454]",0.053647743600259715,0.08699185633401178
19,1876,19760,8,"[2754.5378036437246, 276.83117408906884, 245.79468623481782]",0.10196765429109493,-0.133383933005857
20,1890,18708,7,"[2784.491394056019, 394.96402608509726, 233.3803185802865]",0.2147453716354579,-0.07620240701741293
21,1905,7520,3,"[2791.495345744681, 393.6398936170213, 267.15452127659574]",0.27653539553478784,-0.4093344600080374
