ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
1492,257789,96,"[3570.648613547254, 2133.381338765953, 206.08621269727072]",-0.047651259934239,-0.0140306356058152
1524,102683,38,"[3594.7031803380796, 2166.201117523219, 253.1973643510082]",-0.1167046342153649,-0.0702973343745792
1589,279366,104,"[3786.1306787568365, 2204.466146277955, 199.00480835275755]",0.0901846412354338,0.0215577489957726
1634,158496,59,"[3797.375182916009, 2277.7917954497934, 252.80690440974524]",0.1021618488445166,0.0802509582104269
1703,166596,62,"[4051.6776159346373, 2135.8155128982326, 206.26114932847514]",0.0130845525005186,0.0249557636374632
1705,128587,48,"[3676.58219752516, 2523.2004987933606, 207.6266311838565]",0.181371025175775,-0.0549417597059329
1716,29120,11,"[3730.5872415116564, 2454.9342190518123, 269.9358516483517]",0.0446204353387432,-0.0135226007520267
1746,154032,57,"[4042.961129899835, 2274.920841540579, 256.2343019632284]",0.1251419612378344,-0.0836493441177855
1763,112305,42,"[3973.784213514071, 2352.1369124624985, 198.63660965952545]",0.0512974850609284,0.0460362696870231
1764,52672,20,"[3695.093931278292, 2603.2647779930794, 265.28075637910086]",0.0689102984243613,0.0044406686537381
1783,3845,2,"[4031.6397448239845, 2265.517641623716, 276.7326397919376]",-0.1070332521030026,0.0014042306394666
1785,67426,25,"[3648.6770446445685, 2704.606155366696, 230.1079257259811]",0.0388250381808046,-0.1798834181673216
1805,159669,59,"[4287.398140419039, 2134.3859266880236, 203.0780021603315]",-0.0485881346408929,0.0590782741895465
1820,107015,41,"[3916.9528908585053, 2512.982540949814, 213.53988353528555]",0.0281557184580339,0.0150864766404768
1827,28181,11,"[3653.9985255971083, 2762.9361727419473, 249.5171214648167]",0.1901501963408713,-0.118257281658094
1829,4224,2,"[3661.605047126458, 2764.4676805123586, 277.0274621212121]",0.0221901828572642,-0.0639410370130136
1830,10661,4,"[4270.0318730266545, 2253.933061560031, 273.7462714567114]",0.0404443961112358,-0.1017111386219219
1832,23952,10,"[3955.0777412816396, 2504.9301319983106, 273.5985158079625]",-0.0570140115713128,0.0330034097240259
