,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,27,137899,51,"[127.02158826387428, 1504.3059268014997, 24.82532868258653]",0.21282703682845963,0.12073361192910152
1,34,6898,3,"[6.402145549434619, 1741.2884894172223, 25.501739634676717]",0.3419176727662952,0.18948547092440038
2,121,35666,13,"[129.11946952279482, 1687.5715527393036, 60.64879717377895]",0.22315410806663327,0.14651565319852275
3,122,9178,4,"[90.79527130093702, 1497.080300719111, 65.76999346262802]",0.18760226638865268,-0.042365477327443515
4,139,8929,4,"[82.11412252211893, 1433.0079516183223, 47.006943666704]",-0.007843432956158651,-0.13788237864504774
5,209,45901,17,"[355.12807999825714, 1429.9722881854425, 31.780549443367246]",0.07072997991854764,-0.22066202333438495
6,273,29081,11,"[319.27873869536813, 1544.1307726694406, 58.929300918125236]",0.2315788136137808,0.09745347928081873
7,415,19776,8,"[530.9626314724919, 1417.7804409385112, 58.73134101941748]",-0.21618318673397005,0.2196035768786407
8,529,41849,16,"[667.8252765896437, 2006.8515854620182, 52.80205022820139]",0.01037845728298956,-0.34415588157364513
9,548,11538,5,"[673.3985959438378, 2087.061882475299, 23.9464378575143]",-0.39128669440145836,0.8348654704480819
