,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,977,62779,23,"[1423.4822791060706, 1601.835964255563, 109.30514981124261]",0.2832272103675293,0.307046261656996
1,1039,16494,7,"[1478.5161270765127, 1657.7439068752274, 75.99193646174366]",0.20889608469951076,0.018139187039646357
2,1059,58874,22,"[1483.4268947243265, 1821.136715697931, 97.08947922682339]",0.18015107387021276,-0.1448564084405519
3,1061,40588,15,"[1451.1931112644131, 1825.1059672809697, 126.31531487139057]",0.14475928222205303,-0.03263986680701858
4,1111,54869,20,"[1575.4620095135688, 1439.4256866354408, 117.62412291093332]",0.034016818720713965,0.0752501764432394
5,1153,42109,16,"[1627.566007266855, 1489.909259303237, 76.46382008596737]",0.04360513452033972,1e-10
6,1158,35915,14,"[1621.0764026172908, 1692.7305861060838, 130.42466935820687]",0.06618618268609959,-0.06067562538259309
7,1163,59949,22,"[1638.8119401491267, 1672.0018515738377, 102.85851306944235]",0.07275179465024782,-0.2244598651581844
8,1193,10024,4,"[1618.8540502793296, 1505.7540901835594, 102.47735434956105]",0.14993399426837323,-0.12521146223732676
9,1229,7715,3,"[1713.1237848347375, 2005.1366169799094, 136.75152300712898]",-0.36146059272026887,1e-10
10,1254,27965,11,"[1763.1430359377794, 1532.88889683533, 132.91346325764349]",0.06742274313161324,-0.054963854628930914
11,1258,54189,20,"[1778.611046522357, 1508.1101330528336, 108.96741036003617]",0.13017709402719999,-0.18463916268963299
12,1268,22294,9,"[1760.4192607876557, 2057.050372297479, 125.61429084058491]",-0.01585490919980186,0.05686199123465784
13,1281,15288,6,"[1758.2882653061224, 2080.704343275772, 104.80291732077447]",-0.22864925908664444,0.22980090128251654
14,1346,6476,3,"[1971.7079987646696, 1414.7699197035206, 107.2893761581223]",-0.1938493836546375,0.13059242875313093
15,1348,4376,2,"[1937.18281535649, 1408.9149908592321, 132.35580438756855]",-0.21147321590754561,-0.058018520302910236
16,1358,95841,35,"[1936.8846214042007, 1928.92909089012, 102.44252459803215]",0.02566750584515498,-0.3744863245444054
17,1394,24071,9,"[2013.0697104399485, 2075.7101906858875, 89.57234846911221]",0.0881832259342456,0.03208031565316775
18,1443,21050,8,"[2057.6594774346795, 1688.3744893111639, 127.8667458432304]",0.06471296284953983,0.06261234421503138
19,1464,35938,14,"[2074.496076576326, 1739.9371695698146, 95.93305136624187]",0.06356420974997329,-0.4650761345567842
20,1480,6621,3,"[2085.7467149977347, 2000.3757740522578, 129.13457181694608]",0.2276379087248383,-0.10735624242124968
