Node,Azi_[RAD],Ele_[RAD]
"[128.55777035074027, 113.59324711183335, 105.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[178.47370891336226, 116.47582494717531, 105.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[228.38964747598425, 119.35840278251726, 106.0]",-0.0579948281698747,-0.1035985688763634
"[278.30558603860624, 122.24098061785921, 106.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[328.2215246012282, 125.12355845320117, 106.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[82.59582957361465, 224.60901175812097, 70.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[132.51176813623664, 227.49158959346292, 70.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[182.42770669885863, 230.37416742880487, 71.0]",-0.0579948281698747,-0.1035985688763634
"[232.34364526148062, 233.25674526414682, 71.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[282.2595838241026, 236.13932309948876, 71.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[42.9978498271679, 367.4445815578036, 65.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[92.91378838978989, 370.3271593931455, 65.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[142.82972695241187, 373.2097372284875, 66.0]",-0.0579948281698747,-0.1035985688763634
"[192.74566551503386, 376.09231506382946, 66.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[242.66160407765585, 378.9748928991714, 66.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[117.95116863294186, 104.40085895640804, 91.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[167.86710719556385, 107.28343679175, 91.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[217.78304575818584, 110.16601462709195, 92.0]",-0.0579948281698747,-0.1035985688763634
"[267.6989843208078, 113.0485924624339, 92.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[317.6149228834298, 115.93117029777586, 92.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[114.4156347270092, 122.07852848607153, 84.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[164.3315732896312, 124.9611063214135, 84.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[214.24751185225318, 127.84368415675544, 85.0]",-0.0579948281698747,-0.1035985688763634
"[264.1634504148752, 130.7262619920974, 85.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[314.07938897749716, 133.60883982743934, 85.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[54.31155832615275, 330.6750289361033, 74.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[104.22749688877474, 333.5576067714452, 74.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[154.14343545139673, 336.44018460678717, 75.0]",-0.0579948281698747,-0.1035985688763634
"[204.05937401401872, 339.32276244212915, 75.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[253.9753125766407, 342.20534027747107, 75.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[50.77602442021987, 358.25219340237874, 61.400592173082785]",-0.0579948281698747,-0.1035985688763634
"[100.69196298284186, 361.13477123772066, 61.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[150.60790154546385, 364.01734907306263, 62.0]",-0.0579948281698747,-0.1035985688763634
"[200.52384010808584, 366.8999269084046, 62.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[250.43977867070782, 369.78250474374653, 62.599407826917215]",-0.0579948281698747,-0.1035985688763634
"[98.15217875971882, 201.98159476015172, 86.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[148.0681173223408, 204.86417259549367, 86.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[197.9840558849628, 207.74675043083562, 87.0]",-0.0579948281698747,-0.1035985688763634
"[247.8999944475848, 210.62932826617757, 87.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[297.8159330102068, 213.51190610151951, 87.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[54.31155832615275, 317.94710687474554, 48.400592173082785]",-0.0579948281698747,-0.1035985688763634
"[104.22749688877474, 320.82968471008746, 48.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[154.14343545139673, 323.71226254542944, 49.0]",-0.0579948281698747,-0.1035985688763634
"[204.05937401401872, 326.5948403807714, 49.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[253.9753125766407, 329.47741821611334, 49.599407826917215]",-0.0579948281698747,-0.1035985688763634
"[74.11054819937601, 259.96435081744886, 66.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[124.026486761998, 262.8469286527908, 66.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[173.94242532462, 265.72950648813276, 67.0]",-0.0579948281698747,-0.1035985688763634
"[223.85836388724198, 268.61208432347473, 67.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[273.77430244986397, 271.49466215881665, 67.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[132.8004110378596, 89.55161655149077, 106.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[182.71634960048158, 92.43419438683273, 106.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[232.63228816310357, 95.31677222217468, 107.0]",-0.0579948281698747,-0.1035985688763634
"[282.54822672572556, 98.19935005751663, 107.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[332.46416528834754, 101.08192789285859, 107.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[56.432878669712295, 334.21056284203615, 59.400592173082785]",-0.0579948281698747,-0.1035985688763634
"[106.34881723233428, 337.0931406773781, 59.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[156.26475579495627, 339.97571851272005, 60.0]",-0.0579948281698747,-0.1035985688763634
"[206.18069435757826, 342.858296348062, 60.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[256.09663292020025, 345.74087418340395, 60.599407826917215]",-0.0579948281698747,-0.1035985688763634
"[53.60445154496608, 334.21056284203615, 72.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[103.52039010758807, 337.0931406773781, 72.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[153.43632867021006, 339.97571851272005, 73.0]",-0.0579948281698747,-0.1035985688763634
"[203.35226723283205, 342.858296348062, 73.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[253.26820579545404, 345.74087418340395, 73.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[69.86790751225669, 288.24862206491053, 67.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[119.78384607487868, 291.13119990025245, 67.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[169.69978463750067, 294.01377773559443, 68.0]",-0.0579948281698747,-0.1035985688763634
"[219.61572320012266, 296.8963555709364, 68.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[269.53166176274465, 299.7789334062783, 68.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[129.2648771319267, 87.43029620793077, 97.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[179.1808156945487, 90.31287404327273, 97.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[229.0967542571707, 93.19545187861468, 98.0]",-0.0579948281698747,-0.1035985688763634
"[279.0126928197927, 96.07802971395662, 98.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[328.92863138241466, 98.96060754929859, 98.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[115.12274150819565, 128.44248951675064, 101.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[165.03868007081763, 131.3250673520926, 101.70029608654139]",-0.0579948281698747,-0.1035985688763634
"[214.95461863343962, 134.20764518743454, 102.0]",-0.0579948281698747,-0.1035985688763634
"[264.8705571960616, 137.09022302277648, 102.29970391345861]",-0.0579948281698747,-0.1035985688763634
"[314.7864957586836, 139.97280085811843, 102.59940782691721]",-0.0579948281698747,-0.1035985688763634
"[100.98060588446504, 201.98159476015172, 84.40059217308279]",-0.0579948281698747,-0.1035985688763634
"[150.89654444708702, 204.86417259549367, 84.70029608654139]",-0.0579948281698747,-0.1035985688763634
