,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,43,12812,5,"[7.63682485170153, 2699.390571339369, 185.39447393068997]",0.45989811508442185,-0.3159674802459545
1,98,6128,3,"[18.547323759791123, 2779.732702349869, 201.96442558746736]",-0.47685659178241596,-1e-10
2,157,114798,42,"[131.21955086325545, 2479.3623582292375, 173.72341852645516]",0.40042362826388517,0.13294791647930024
3,225,6594,3,"[174.99878677585684, 2591.503336366394, 204.70003033060357]",0.2722191305942949,-0.048384330289460896
4,227,60685,23,"[216.2022575595287, 2724.479970338634, 151.81450111230123]",0.3192711168118112,-0.0725250434946308
5,247,46603,17,"[219.13911121601615, 2681.775744050812, 188.81938930970108]",0.18320784427756895,-0.1914390521624499
6,329,79150,29,"[329.17986102337335, 2372.104573594441, 175.1361718256475]",0.29619420594386725,0.49046464810944934
7,355,65838,24,"[366.2413044138643, 2490.1332361250343, 171.92384337312797]",0.30281557186683394,-0.1873626593134884
8,373,6507,3,"[390.4167819271554, 2504.657906869525, 204.1956354694944]",0.3805264287831296,0.19985754706725523
9,385,74441,28,"[444.6362488413643, 2655.4249405569512, 156.48289249204066]",0.25425134406215527,-0.05104582273170649
10,398,44040,17,"[435.6525204359673, 2593.0064486830156, 192.98258401453225]",0.1871104552386697,-0.17328225061845764
11,419,92961,34,"[493.2257505835781, 2219.0131990834866, 173.9470100364669]",0.09629064099260393,-0.15779393382320558
12,450,48452,18,"[524.5566540080905, 2738.1074259060515, 183.73784363906546]",0.2740898037330181,-0.17549935627551444
13,464,56625,21,"[544.7952671081678, 2346.2405651214126, 170.3268344370861]",0.21143902335436693,-0.2538133618509973
14,484,6491,3,"[555.5818826066862, 2346.3725157910953, 203.9625635495301]",0.12108460465067275,0.1949206362930002
15,493,3527,2,"[667.0062375956904, 2105.605897363198, 150.07796994612985]",-0.5847582401429845,0.1519582101659446
16,495,44706,17,"[609.0020802576836, 2434.9026752561176, 196.43976200062633]",0.14518901626919375,-0.11231410727846254
17,497,84719,31,"[626.4787827996081, 2506.746703809063, 159.50903575349096]",0.16277432066832612,-0.14493495760043737
18,498,5537,3,"[585.618566010475, 2749.7960989705616, 157.12624164710132]",0.41107662013529583,0.09384654749713318
19,545,37310,14,"[681.0759581881533, 2154.3281157866522, 170.12771374966496]",0.1666854660884029,-0.343914341253824
20,555,21293,8,"[681.0773023998497, 2576.0909218992156, 184.03752406894284]",0.1669780135281853,-0.06944227942438229
21,568,14481,6,"[688.85187487052, 2751.4711691181546, 191.0807955251709]",0.29719013639499126,-1e-10
22,577,3456,2,"[692.9551504629629, 2152.2824074074074, 203.48292824074073]",0.585071358651958,-0.11581025774915786
