,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,545,17217,7,"[709.124992739734, 2189.4908520648196, 169.39826915258175]",0.3169177197942966,-0.5479079400991467
1,555,25477,10,"[716.8827962475958, 2624.1225419005377, 180.6438748675276]",0.2681376791177109,-0.3668831180506012
2,568,13455,5,"[712.9374953548867, 2770.7149015235973, 197.223337049424]",0.4268848916948522,-0.07712184968159908
3,577,5126,2,"[708.6459227467811, 2166.0920795942257, 203.53257900897387]",0.20645452347475673,0.16464385363470033
4,601,36567,14,"[763.3868788798644, 2255.233352476276, 199.3520660705007]",0.037780704148308274,-0.12658943670470704
5,605,8401,4,"[745.1012974645876, 2600.8259730984405, 158.8322818712058]",0.11505887737717013,0.05716915798781277
6,607,97790,36,"[778.7581756825851, 2333.3571530831373, 159.44535228550976]",0.1143180104187209,-0.03900449978467977
7,612,3456,2,"[741.7702546296297, 2226.4950810185187, 184.56076388888889]",0.18095338430702682,-1e-10
8,661,48103,18,"[855.1430472111927, 2434.4324678294493, 183.99407521360413]",0.19861735273622516,-0.09290803290070908
9,684,10564,4,"[942.8844187807649, 2115.1385838697465, 198.67540704278682]",-0.11855997778815497,0.11037839526689106
10,686,24006,9,"[878.8886111805382, 2719.8017162376073, 164.16104307256518]",0.07205072087398841,0.16899001194382313
11,692,27660,11,"[868.4692335502531, 2595.7043745480837, 192.59862617498192]",0.2462673836177888,0.12521545832594647
12,693,41065,15,"[909.4046755144284, 2718.2157311579203, 185.7154998173627]",0.16973069539439387,0.0988244972451849
13,703,3840,2,"[905.8611979166667, 2679.26328125, 208.43020833333333]",0.1983033690124575,1e-10
14,711,85304,32,"[933.9277290631154, 2178.2097674200504, 154.77897871143205]",0.1523001968460708,-0.057150696502731815
15,714,18062,7,"[928.4615767910531, 2135.6850293433727, 181.65972760491638]",0.025965762427480332,0.15839424673523503
16,729,5325,2,"[900.8771830985916, 2457.9678873239436, 162.94103286384976]",0.354496203763515,-0.0540190405095358
17,783,50096,19,"[1018.8028784733312, 2279.9130269881825, 187.72478840626]",0.18546553868331636,-0.06625382294883632
18,799,26655,10,"[1034.3859688613768, 2545.522265991371, 164.004614518852]",0.1017083292999237,0.16324666126994725
19,806,25762,10,"[1068.8339802810342, 2680.4978650725875, 144.60375747224595]",0.04233049353982815,-0.006341047735243505
20,808,29714,11,"[1031.6174530524331, 2436.3532341657133, 189.59530860873662]",0.2513958546852443,0.3442724948162604
21,821,43007,16,"[1074.8711605087544, 2553.0729881182133, 185.61229567279744]",0.2012232126669944,0.07951640810693672
22,824,9678,4,"[1081.1191361851622, 2521.315974374871, 206.69694151684234]",0.18815416707625385,-0.009360372794120062
23,829,8030,3,"[1052.038107098381, 2320.952303860523, 163.62727272727273]",0.22334680807965673,0.1292911228906754
24,847,21596,8,"[1097.9645767734764, 2663.620531579922, 161.06644749027598]",0.03630932310447685,0.11023923339037695
25,868,37609,14,"[1141.0804594644899, 2731.7584886596296, 200.31348879257624]",0.2789256320011106,0.11528050516799301
26,883,8937,4,"[1134.2981985006154, 2783.2241244265415, 182.339711312521]",0.057233267731307456,0.13939197300394846
27,896,43376,16,"[1188.2535503504241, 2135.934087974917, 184.56429822943562]",0.1224474217758456,0.1479866138591816
28,908,32857,12,"[1231.7175639894085, 2506.636211461789, 144.95477371640746]",0.025122905133194557,-0.006081249240838672
29,915,6259,3,"[1177.839111679182, 2782.9755552005113, 144.06614475155774]",0.031465188029450156,0.08897384968771006
30,917,27345,10,"[1191.0635948070944, 2377.4407752788443, 163.953922106418]",0.07926852433780779,0.1167179043306455
31,922,28403,11,"[1192.174981516037, 2267.9255712424742, 189.95901841354788]",0.20471271625053142,0.4037040117958245
32,936,43321,16,"[1239.3341335610903, 2384.423997599317, 186.57632556958518]",0.16300585499731868,0.0661932574159087
33,943,13931,6,"[1254.022108965616, 2377.3653004091593, 206.43859019453018]",0.40298610933186624,1e-10
34,946,24682,9,"[1255.160440807066, 2489.1681792399318, 162.0708613564541]",0.11220732041882672,0.06762018297361831
35,971,90681,34,"[1312.127193127557, 2623.1490389386972, 190.14022783162955]",0.2555057073964363,0.08356290475789042
36,1007,16565,7,"[1357.7511620887412, 2293.0549351041354, 146.11518261394505]",-0.010733517670219715,0.01162860301958394
37,1010,24752,10,"[1357.7575145442793, 2209.9871121525534, 165.5680349062702]",0.11703323357923744,0.2049479496103766
38,1022,24594,9,"[1363.3323574855656, 2118.4930877449783, 189.59193299178662]",0.14985516161796383,0.3937644678868996
39,1032,11571,5,"[1368.281738829833, 2773.4710050989543, 197.50738916256157]",0.1990840254529023,0.08018015998032424
40,1044,17201,7,"[1383.7798383814893, 2187.6822859136096, 189.43073077146678]",0.27034841283732747,-0.07286744506321144
41,1045,3898,2,"[1385.65597742432, 2286.8922524371474, 158.07414058491534]",-0.25637445319725716,1e-10
