,ID,Area,ZDiscs,Centroid,Azi_[RAD],Ele_[RAD]
0,1424,18687,7,"[2136.7045539679993, 2326.3331192807836, 60.97779204794777]",0.1063189835694008,0.06907015490526527
1,1444,8419,4,"[2108.4457774082434, 2776.36441382587, 42.157382111889774]",0.4637128399377267,-0.17532966073631212
2,1475,18590,7,"[2118.698977945132, 2359.2781065088757, 38.564443249058634]",0.054204703549945304,-0.04274182946314693
3,1488,8144,3,"[2114.1130893909626, 2422.8525294695482, 15.480476424361493]",0.07601692190927457,-0.07084604829625218
4,1523,23266,9,"[2257.9535803318145, 2133.317845783547, 45.89366457491619]",-0.24303496918752124,0.22756569384847952
5,1534,78056,29,"[2215.6176847391616, 2525.7177667315773, 35.62414164189813]",0.04986412156217381,-0.007577314941642535
6,1541,6137,3,"[2208.693987290207, 2410.984520123839, 66.5729183640215]",0.05548340739003349,-0.015343570568836567
7,1544,33281,13,"[2224.5136564406116, 2166.1456686998586, 18.876896727862743]",-0.009170082503585931,0.10719804051818066
8,1546,20285,8,"[2259.5909292580723, 2659.2288390436283, 5.195366034015282]",0.06736161132382419,0.04653098966050481
9,1596,70472,26,"[2331.1423118401635, 2335.4628221137473, 16.83028720626632]",-0.006209965593806858,-0.11569423198726234
10,1601,65675,24,"[2342.666966121051, 2669.5705671869055, 53.61314046440807]",-0.0013265765022426848,0.02192527274457005
11,1616,26074,10,"[2335.8493518447494, 2218.877003911943, 56.15018792667025]",-0.016738591488361612,0.10378749563243324
12,1654,11395,5,"[2439.9548047389208, 2397.1408512505486, 66.42860903905222]",-0.014893936863357105,0.009293570030272594
13,1661,6887,3,"[2435.616669086685, 2502.3862349353853, 2.232466966748947]",0.11828231165509659,0.013252408613905017
14,1673,74958,28,"[2465.817484457963, 2478.1710958136555, 36.815736812615064]",-0.028910894069315126,0.07404262224267698
15,1689,23311,9,"[2463.4785723478185, 2127.1952726180775, 9.764188580498477]",-0.013438883546348451,0.15811451517204908
16,1736,3734,2,"[2533.0401713979645, 2554.659882163899, 66.34172469201928]",0.037461957891466224,-1e-10
17,1748,2822,2,"[2534.8167965981575, 2107.329907866761, 61.90609496810772]",-0.3998671228823734,0.2921579933865364
18,1750,50656,19,"[2580.6665548010105, 2203.817573436513, 56.74007027795325]",0.04965418167443138,0.08342667611666969
19,1757,77676,29,"[2598.067189350636, 2291.7641098923737, 20.41373139708533]",-0.0018397902629413835,0.13664486272099438
20,1784,25546,10,"[2636.526736083927, 2702.208251781101, 8.24567446958428]",0.08738101229942635,0.0910869571174602
21,1844,26191,10,"[2772.7301744874194, 2130.2004123553893, 11.11866671757474]",0.1215310355898306,-0.02004902918973602
